loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.0055743916891515255,0.07466185092926025,0.006353245582431555,0.07970724999904633
0.005534148775041103,0.07439185678958893,0.0063359709456563,0.0795988142490387
0.005521536339074373,0.07430703938007355,0.006384941283613443,0.07990583032369614
0.005489899776875973,0.07409385591745377,0.006499319337308407,0.08061835914850235
0.005460257176309824,0.07389355450868607,0.006347416900098324,0.07967067509889603
0.005415977910161018,0.07359332591295242,0.006321061868220568,0.07950510829687119
0.00537705747410655,0.0733284205198288,0.006338557228446007,0.07961505651473999
0.005337740760296583,0.07305984199047089,0.0063310121186077595,0.07956765592098236
0.005307552870362997,0.0728529542684555,0.006366702727973461,0.07979162037372589
0.0052663665264844894,0.07256973534822464,0.0064459387212991714,0.08028660714626312
