loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.014223387464880943,0.11926184594631195,0.015802938491106033,0.12570974230766296
0.01422745082527399,0.11927887797355652,0.018483318388462067,0.1359533667564392
0.014187285676598549,0.11911039054393768,0.014854397624731064,0.12187861651182175
0.014135824516415596,0.11889417469501495,0.015457075089216232,0.12432648241519928
0.013998778536915779,0.11831643432378769,0.014405250549316406,0.12002187222242355
0.014041854068636894,0.11849833279848099,0.014807770028710365,0.12168718129396439
0.013931111432611942,0.1180301308631897,0.03528902307152748,0.18785372376441956
0.013785609975457191,0.11741213500499725,0.01497720181941986,0.12238138169050217
0.01374210137873888,0.11722671240568161,0.014371490105986595,0.11988115310668945
0.013605659827589989,0.11664330214262009,0.014597265981137753,0.12081914395093918
