loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.005969497375190258,0.0772625207901001,0.027396533638238907,0.16551898419857025
0.005942548159509897,0.07708792388439178,0.006439638324081898,0.08024735748767853
0.005917861592024565,0.07692763954401016,0.006497792899608612,0.08060888946056366
0.0058872513473033905,0.07672842592000961,0.0065101319923996925,0.08068539202213287
0.005847997963428497,0.0764722004532814,0.006462159566581249,0.08038755506277084
0.00582057936117053,0.07629271596670151,0.006464709527790546,0.0804034173488617
0.005794454365968704,0.07612131536006927,0.0063896081410348415,0.07993502169847488
0.005732291843742132,0.07571189850568771,0.006375157739967108,0.07984458655118942
0.0056906952522695065,0.07543669641017914,0.131440207362175,0.3625468313694
0.005657366011291742,0.07521546632051468,0.006360573228448629,0.07975320518016815
