loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.013445860706269741,0.11595629155635834,0.014790968038141727,0.1216181218624115
0.013416964560747147,0.11583162844181061,0.014556308276951313,0.12064952403306961
0.013380738906562328,0.11567514389753342,0.014445462264120579,0.12018927931785583
0.013257673941552639,0.11514197289943695,0.014688560739159584,0.12119637429714203
0.013144760392606258,0.11465059965848923,0.06825276464223862,0.2612523138523102
0.013137420639395714,0.11461858451366425,0.014465083368122578,0.12027087807655334
0.012923816218972206,0.11368296295404434,0.014005525037646294,0.11834494024515152
0.012864642776548862,0.11342240869998932,0.014134760946035385,0.1188897043466568
0.01291993260383606,0.1136658787727356,0.01424397248774767,0.11934811621904373
0.012616690248250961,0.11232404410839081,0.014010458253324032,0.11836577951908112
