loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.00842572282999754,0.09179173409938812,0.009549535810947418,0.09772172570228577
0.008482401259243488,0.09209994971752167,0.00877782329916954,0.09369003772735596
0.008434245362877846,0.09183815121650696,0.008708327077329159,0.09331841766834259
0.008309528231620789,0.09115661680698395,0.009053974412381649,0.09515237808227539
0.008443408645689487,0.09188802540302277,0.009219762869179249,0.09601959586143494
0.008399241603910923,0.09164737910032272,0.020511817187070847,0.1432194709777832
0.008267075754702091,0.09092345833778381,0.008983694948256016,0.09478235244750977
0.008268355391919613,0.0909304991364479,0.008699405938386917,0.09327060729265213
0.008326457813382149,0.09124942868947983,0.00870343018323183,0.09329217672348022
0.008207587525248528,0.09059573709964752,0.00865916907787323,0.09305465966463089
