DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
000,066,033,0.7975608487235704,"[0.         0.01642451 0.03466984 0.04979376 0.06684999 0.07963286
 0.09256438 0.10460407 0.12013675 0.12864628 0.13938538 0.15365464
 0.1648025  0.17721378 0.18836164 0.19705697 0.20604957 0.21678867
 0.22462933 0.23128089 0.23930735 0.24989781 0.25614061 0.26093419
 0.26617368 0.27052135 0.27457174 0.27758166 0.28427037 0.28679722
 0.28869236 0.29073613 0.29322582 0.29508379 0.29649586 0.29909702
 0.30151239 0.30437368 0.30623165 0.30794099 0.30979897 0.31596745
 0.3262978  0.33495597 0.34394857 0.35138048 0.35821783 0.36475791
 0.37140946 0.37650032 0.38252016 0.38720226 0.39169856 0.3951544
 0.39820148 0.40072833 0.4057077  0.40816023 0.41020401 0.41150459
 0.41261937 0.41384564 0.41496043 0.41640965 0.4183791  0.42042288
 0.42231801 0.42365575 0.42581101 0.43108766 0.43480361 0.4421612
 0.44985322 0.45215711 0.45839991 0.46441975 0.47218609 0.47802014
 0.48366839 0.49058006 0.49764037 0.49875516 0.50425477 0.51008881
 0.51521683 0.51941585 0.52465535 0.52881721 0.53283044 0.53572888
 0.54182305 0.54468433 0.54758277 0.55029542 0.55245067 0.55486604
 0.55835904 0.55999405 0.5615176  0.56274386 0.5644532  0.56534503
 0.56653413 0.56746312 0.56935825 0.57147635 0.5734458  0.57522946
 0.57838802 0.59343763 0.59406934 0.59830553 0.60291331 0.60343354
 0.60822712 0.60845008 0.61328081 0.61655085 0.61662517 0.61669949
 0.61959793 0.62338821 0.623574   0.62680688 0.6268812  0.6268812
 0.62691836 0.62966817 0.62977964 0.63249229 0.63252945 0.63453606
 0.636617   0.63840065 0.63996135 0.64148489 0.64259968 0.64412322
 0.64531233 0.64665007 0.64761622 0.64869384 0.64947419 0.65032886
 0.65099773 0.65229832 0.65374754 0.65489948 0.65579131 0.65716621
 0.66188547 0.66504403 0.66823975 0.66991193 0.67281037 0.67537438
 0.67749248 0.67953625 0.68158002 0.68366096 0.6848129  0.68603917
 0.68752555 0.68890045 0.69038683 0.69135298 0.69250492 0.69358255
 0.6941771  0.69506893 0.69562632 0.69674111 0.69726134 0.69796737
 0.69837613 0.69915648 0.69963955 0.70004831 0.7004199  0.70068002
 0.70105161 0.70186912 0.70250084 0.70287243 0.70350414 0.70651406
 0.70788897 0.70982126 0.71071309 0.71127048 0.71283118 0.71297982
 0.71320278 0.71457768 0.71480064 0.71509792 0.71520939 0.71524655
 0.71543235 0.71546951 0.71554383 0.71569247 0.71572963 0.71695589
 0.71825648 0.71948274 0.72078332 0.72204675 0.72249266 0.724202
 0.72501951 0.72561406 0.72624577 0.72702612 0.72765784 0.72854966
 0.72910706 0.72962729 0.73018468 0.73066776 0.73107651 0.73133663
 0.7316339  0.73207982 0.73222846 0.73274869 0.73323176 0.73404927
 0.73460667 0.73508974 0.73590725 0.73925161 0.73977184 0.74162982
 0.74215005 0.74229869 0.74252165 0.7425588  0.743302   0.74333915
 0.74352495 0.74356211 0.74426814 0.7443053  0.74437962 0.74452826
 0.74456542 0.74519713 0.745866   0.74631192 0.74672067 0.7474267
 0.74824421 0.74869013 0.7489874  0.74987923 0.75065958 0.75125413
 0.75166289 0.75218312 0.7524804  0.75292631 0.75318643 0.75352087
 0.7540411  0.75415258 0.75441269 0.75474713 0.75504441 0.75530452
 0.7556018  0.7557876  0.75601055 0.75615919 0.75634499 0.75671658
 0.75712534 0.75764557 0.75794285 0.75868604 0.761473   0.76169596
 0.76177028 0.76191892 0.76199324 0.76229051 0.76288507 0.76292223
 0.7630337  0.76307086 0.76344246 0.76347962 0.76355394 0.76385121
 0.76425997 0.76448293 0.76530043 0.76548623 0.76559771 0.76574635
 0.76600647 0.76611794 0.76637806 0.76674966 0.76756717 0.7679016
 0.76838468 0.76879343 0.76923934 0.76957378 0.76979674 0.77005685
 0.77065141 0.77098584 0.7713946  0.77169187 0.77202631 0.77224927
 0.77265802 0.7729553  0.77306678 0.77358701 0.77369849 0.77384713
 0.77403292 0.77407008 0.77425588 0.77455316 0.77503623 0.77548214
 0.77577942 0.77667125 0.77979265 0.77997845 0.78008993 0.78031288
 0.78046152 0.7807588  0.78087028 0.78139051 0.78153915 0.78161347
 0.7817621  0.78183642 0.78191074 0.78198506 0.78246814 0.78280257
 0.78302553 0.7833228  0.78343428 0.78358292 0.7836944  0.78425179
 0.78436327 0.78458623 0.78477203 0.78510646 0.78536658 0.78566385
 0.78577533 0.78603545 0.7864442  0.78674148 0.7868158  0.78703876
 0.78722456 0.78729887 0.78748467 0.78804206 0.78833934 0.7883765
 0.78885957 0.78893389 0.78923117 0.78963992 0.7897514  0.790123
 0.79056891 0.79071755 0.79142358 0.79164654 0.79179518 0.79198097
 0.79264985 0.79302144 0.79331872 0.79350451 0.79413623 0.79785218
 0.79829809 0.79855821 0.79870685 0.79907844 0.79922708 0.79941288
 0.79974732 0.80004459 0.80023039 0.80037903 0.80045335 0.8006763
 0.80112222 0.80149381 0.80160529 0.80179109 0.80193973 0.80216268
 0.80219984 0.80245996 0.80268292 0.80272008 0.80283156 0.80301735
 0.80309167 0.80327747 0.80338895 0.80353759 0.8039835  0.8041693
 0.80428078 0.8043551  0.80457805 0.80483817 0.80498681 0.80550704
 0.80606443 0.80643603 0.8069191  0.80777377 0.81167552 0.81227008
 0.81260451 0.81323622 0.81349634 0.81360782 0.81394225 0.81416521
 0.81446249 0.81483408 0.81494556 0.81520568 0.81542864 0.81561443
 0.81583739 0.81617183 0.81635762 0.81639478 0.8164691  0.81680354
 0.81732377 0.81765821 0.81791832 0.8182156  0.8184014  0.81869867
 0.81888447 0.81918175 0.81933039 0.81966482 0.82037085 0.82085393
 0.82111404 0.82193155 0.82679945 0.82702241 0.8275798  0.82802571
 0.82836015 0.82843447 0.82862027 0.82873175 0.82917766 0.8293263
 0.82995801 0.83036676 0.83062688 0.83103564 0.83110996 0.83166735
 0.83229906 0.83267066 0.83326521 0.83880198 0.83939653 0.83973097
 0.83984244 0.840437   0.84054847 0.84084575 0.84110587 0.84192338
 0.84210917 0.84251793 0.84262941 0.84311248 0.84314964 0.84340976
 0.84400431 0.84445022 0.84519342 0.84537921 0.84645684 0.84734867
 0.85288544 0.85340567 0.85422318 0.8544833  0.85511501 0.85537513
 0.85663855 0.85756754 0.85845937 0.86373602 0.86381034 0.86421909
 0.86433057 0.86473933 0.86555684 0.86648582 0.86722901 0.86830664
 0.86979302 0.87529263 0.87603582 0.87737356 0.87830255 0.88409944
 0.88469399 0.88517707 0.88584594 0.88710936 0.88788971 0.88919029
 0.89060236 0.90245624 0.90338523 0.9044257  0.9059864  0.91237784
 0.91431013 0.92122181 0.92382297 0.93508231 0.93746052 0.9484969
 0.95102374 0.97168444 0.97402549 1.        ]","[0.         0.17454545 0.36727273 0.40727273 0.45818182 0.46909091
 0.49818182 0.50909091 0.52363636 0.6        0.61454545 0.61818182
 0.62181818 0.62909091 0.63272727 0.63636364 0.63636364 0.64363636
 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636
 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636
 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636
 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636 0.64363636
 0.64363636 0.71272727 0.71272727 0.71272727 0.71272727 0.71636364
 0.72       0.72       0.72       0.72       0.72       0.72
 0.72363636 0.72363636 0.72363636 0.72363636 0.72363636 0.72363636
 0.72363636 0.72363636 0.72363636 0.72363636 0.72363636 0.72727273
 0.72727273 0.72727273 0.72727273 0.72727273 0.76727273 0.79636364
 0.82545455 0.84363636 0.85818182 0.87272727 0.88       0.89090909
 0.89818182 0.90181818 0.90181818 0.90909091 0.90909091 0.90909091
 0.91272727 0.91272727 0.91636364 0.92       0.92       0.92
 0.92       0.92       0.92       0.92       0.92       0.92
 0.92       0.92       0.92       0.92       0.92       0.92
 0.92       0.92       0.92       0.92       0.92       0.92
 0.92       0.92       0.92363636 0.92727273 0.93090909 0.93090909
 0.93090909 0.93454545 0.93454545 0.93454545 0.93454545 0.93818182
 0.93818182 0.93818182 0.94545455 0.94545455 0.94545455 0.94909091
 0.94909091 0.94909091 0.94909091 0.94909091 0.94909091 0.94909091
 0.94909091 0.95272727 0.95272727 0.95272727 0.95272727 0.95272727
 0.95272727 0.95272727 0.95272727 0.95272727 0.95272727 0.95272727
 0.95272727 0.95272727 0.95272727 0.95272727 0.95272727 0.95272727
 0.95272727 0.96727273 0.96727273 0.97090909 0.97454545 0.97818182
 0.97818182 0.98181818 0.98181818 0.98545455 0.98545455 0.98545455
 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455
 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455
 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455
 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455 0.98545455
 0.98545455 0.98545455 0.99272727 0.99272727 0.99272727 0.99272727
 0.99272727 0.99272727 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364 0.99636364
 0.99636364 0.99636364 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]","[1.99990000e+00 9.99900000e-01 9.89033333e-01 7.67300000e-01
 7.56433333e-01 7.14700000e-01 7.03833333e-01 6.97866667e-01
 6.94533333e-01 6.90766667e-01 6.87000000e-01 6.83666667e-01
 6.82166667e-01 6.79900000e-01 6.76866667e-01 6.73733333e-01
 6.72566667e-01 6.71300000e-01 6.70800000e-01 6.70466667e-01
 6.69900000e-01 6.69033333e-01 6.69000000e-01 6.68600000e-01
 6.68200000e-01 6.68066667e-01 6.67800000e-01 6.67533333e-01
 6.67333333e-01 6.67166667e-01 6.67066667e-01 6.67033333e-01
 6.67000000e-01 6.66933333e-01 6.66866667e-01 6.66800000e-01
 6.66766667e-01 6.66733333e-01 6.66700000e-01 6.66666667e-01
 6.66633333e-01 6.66600000e-01 6.66000000e-01 6.64633333e-01
 6.62866667e-01 6.61700000e-01 6.59933333e-01 6.59600000e-01
 6.59033333e-01 6.58133333e-01 6.57733333e-01 6.57333333e-01
 6.57200000e-01 6.56933333e-01 6.56666667e-01 6.56500000e-01
 6.56300000e-01 6.56200000e-01 6.56166667e-01 6.56133333e-01
 6.56066667e-01 6.56000000e-01 6.55966667e-01 6.55933333e-01
 6.55900000e-01 6.55866667e-01 6.55833333e-01 6.55800000e-01
 6.55766667e-01 6.55733333e-01 4.72700000e-01 4.58166667e-01
 4.32033333e-01 4.09500000e-01 4.05566667e-01 3.88733333e-01
 3.85400000e-01 3.79433333e-01 3.73033333e-01 3.70766667e-01
 3.67733333e-01 3.66433333e-01 3.64600000e-01 3.63433333e-01
 3.62600000e-01 3.61666667e-01 3.61333333e-01 3.60766667e-01
 3.59866667e-01 3.59466667e-01 3.59266667e-01 3.59066667e-01
 3.58933333e-01 3.58666667e-01 3.58400000e-01 3.58233333e-01
 3.58033333e-01 3.57933333e-01 3.57900000e-01 3.57866667e-01
 3.57800000e-01 3.57733333e-01 3.57700000e-01 3.57666667e-01
 3.57633333e-01 3.57600000e-01 3.57566667e-01 3.57533333e-01
 3.57500000e-01 3.57466667e-01 3.51700000e-01 3.46900000e-01
 3.44633333e-01 3.42566667e-01 3.41600000e-01 3.39100000e-01
 3.38466667e-01 3.37300000e-01 3.36766667e-01 3.35833333e-01
 3.35533333e-01 3.35200000e-01 3.34900000e-01 3.34633333e-01
 3.34500000e-01 3.34166667e-01 3.34033333e-01 3.33733333e-01
 3.33433333e-01 3.33333333e-01 3.33300000e-01 3.32933333e-01
 3.32800000e-01 3.32533333e-01 3.32266667e-01 3.32100000e-01
 3.32066667e-01 3.31900000e-01 3.31800000e-01 3.31766667e-01
 3.31733333e-01 3.31666667e-01 3.31600000e-01 3.31566667e-01
 3.31533333e-01 3.31500000e-01 3.31466667e-01 3.31433333e-01
 3.31400000e-01 3.31366667e-01 3.31333333e-01 2.40100000e-01
 1.87500000e-01 1.76900000e-01 1.70666667e-01 1.67333333e-01
 1.54966667e-01 1.52700000e-01 1.49666667e-01 1.46533333e-01
 1.45366667e-01 1.43600000e-01 1.43266667e-01 1.42700000e-01
 1.41800000e-01 1.41400000e-01 1.41000000e-01 1.40866667e-01
 1.40600000e-01 1.40333333e-01 1.40166667e-01 1.40133333e-01
 1.39966667e-01 1.39866667e-01 1.39833333e-01 1.39800000e-01
 1.39733333e-01 1.39666667e-01 1.39633333e-01 1.39600000e-01
 1.39566667e-01 1.39533333e-01 1.39500000e-01 1.39466667e-01
 1.39433333e-01 1.39400000e-01 1.33833333e-01 1.24300000e-01
 1.19100000e-01 1.09966667e-01 1.07466667e-01 1.06500000e-01
 1.04166667e-01 1.04133333e-01 1.03233333e-01 1.01900000e-01
 1.01566667e-01 1.01433333e-01 1.01166667e-01 1.01033333e-01
 1.00966667e-01 1.00900000e-01 1.00833333e-01 9.17666667e-02
 8.95000000e-02 8.64666667e-02 8.33333333e-02 8.21666667e-02
 8.12333333e-02 8.00666667e-02 7.95000000e-02 7.86000000e-02
 7.82000000e-02 7.78000000e-02 7.76666667e-02 7.74000000e-02
 7.71333333e-02 7.69666667e-02 7.69333333e-02 7.67666667e-02
 7.66666667e-02 7.66333333e-02 7.66000000e-02 7.65333333e-02
 7.64666667e-02 7.64000000e-02 7.63666667e-02 7.63333333e-02
 7.63000000e-02 7.62666667e-02 7.62333333e-02 7.62000000e-02
 6.65000000e-02 6.10666667e-02 5.73666667e-02 5.39000000e-02
 5.15666667e-02 4.97000000e-02 4.96666667e-02 4.93000000e-02
 4.89666667e-02 4.88333333e-02 4.87000000e-02 4.85666667e-02
 4.83000000e-02 4.82333333e-02 4.81666667e-02 4.64333333e-02
 4.63333333e-02 4.34000000e-02 4.05333333e-02 4.02666667e-02
 3.73333333e-02 3.72000000e-02 3.70666667e-02 3.70000000e-02
 3.64333333e-02 3.55333333e-02 3.51333333e-02 3.47333333e-02
 3.46000000e-02 3.43333333e-02 3.40666667e-02 3.39666667e-02
 3.38666667e-02 3.38000000e-02 3.37333333e-02 3.37000000e-02
 3.36000000e-02 3.35666667e-02 3.35333333e-02 3.34666667e-02
 3.34000000e-02 3.33666667e-02 3.33333333e-02 3.33000000e-02
 3.32666667e-02 3.32333333e-02 3.32000000e-02 3.31666667e-02
 3.31333333e-02 3.28666667e-02 3.24666667e-02 3.21333333e-02
 3.20000000e-02 3.17333333e-02 3.17000000e-02 3.16000000e-02
 3.15333333e-02 3.14666667e-02 3.14000000e-02 3.13333333e-02
 3.12666667e-02 3.04666667e-02 2.95333333e-02 2.88000000e-02
 2.86666667e-02 2.84000000e-02 2.82666667e-02 2.81333333e-02
 2.80666667e-02 2.80000000e-02 2.55333333e-02 2.48333333e-02
 2.26000000e-02 2.25666667e-02 2.22666667e-02 2.17000000e-02
 2.13666667e-02 2.08000000e-02 2.04000000e-02 2.00000000e-02
 1.98666667e-02 1.96000000e-02 1.95333333e-02 1.93333333e-02
 1.91666667e-02 1.91333333e-02 1.91000000e-02 1.90333333e-02
 1.89666667e-02 1.88333333e-02 1.88000000e-02 1.87333333e-02
 1.86666667e-02 1.86333333e-02 1.86000000e-02 1.85666667e-02
 1.85333333e-02 1.85000000e-02 1.84666667e-02 1.84333333e-02
 1.84000000e-02 1.81000000e-02 1.71666667e-02 1.67666667e-02
 1.64333333e-02 1.64000000e-02 1.63000000e-02 1.60666667e-02
 1.60333333e-02 1.59000000e-02 1.58333333e-02 1.57666667e-02
 1.56333333e-02 1.55666667e-02 1.52333333e-02 1.49000000e-02
 1.41666667e-02 1.37666667e-02 1.37333333e-02 1.35666667e-02
 1.35000000e-02 1.34666667e-02 1.34333333e-02 1.33666667e-02
 1.33000000e-02 1.31333333e-02 1.29333333e-02 1.28000000e-02
 1.25666667e-02 1.18666667e-02 1.17666667e-02 1.16666667e-02
 1.14666667e-02 1.12666667e-02 1.11333333e-02 1.10000000e-02
 1.08666667e-02 1.07333333e-02 1.06000000e-02 1.05333333e-02
 1.04666667e-02 1.04000000e-02 1.02666667e-02 1.02000000e-02
 1.00333333e-02 1.00000000e-02 9.73333333e-03 9.70000000e-03
 9.66666667e-03 9.60000000e-03 9.50000000e-03 9.46666667e-03
 9.43333333e-03 9.40000000e-03 9.36666667e-03 9.33333333e-03
 9.30000000e-03 9.26666667e-03 9.10000000e-03 8.73333333e-03
 8.50000000e-03 8.20000000e-03 8.00000000e-03 7.86666667e-03
 7.80000000e-03 7.66666667e-03 7.60000000e-03 7.56666667e-03
 7.46666667e-03 7.40000000e-03 7.33333333e-03 7.26666667e-03
 7.20000000e-03 7.16666667e-03 7.13333333e-03 7.00000000e-03
 6.83333333e-03 6.76666667e-03 6.73333333e-03 6.70000000e-03
 6.56666667e-03 6.53333333e-03 6.43333333e-03 6.40000000e-03
 6.36666667e-03 6.30000000e-03 6.23333333e-03 6.20000000e-03
 6.16666667e-03 6.13333333e-03 6.06666667e-03 6.03333333e-03
 6.00000000e-03 5.96666667e-03 5.93333333e-03 5.90000000e-03
 5.86666667e-03 5.83333333e-03 5.80000000e-03 5.46666667e-03
 5.06666667e-03 4.93333333e-03 4.90000000e-03 4.73333333e-03
 4.66666667e-03 4.60000000e-03 4.53333333e-03 4.50000000e-03
 4.46666667e-03 4.40000000e-03 4.33333333e-03 4.26666667e-03
 4.23333333e-03 4.20000000e-03 4.16666667e-03 4.13333333e-03
 4.06666667e-03 4.03333333e-03 4.00000000e-03 3.93333333e-03
 3.90000000e-03 3.86666667e-03 3.80000000e-03 3.76666667e-03
 3.73333333e-03 3.70000000e-03 3.66666667e-03 3.63333333e-03
 3.60000000e-03 3.56666667e-03 3.53333333e-03 3.50000000e-03
 3.46666667e-03 3.36666667e-03 3.30000000e-03 3.26666667e-03
 3.20000000e-03 3.13333333e-03 3.10000000e-03 3.06666667e-03
 2.96666667e-03 2.93333333e-03 2.86666667e-03 2.80000000e-03
 2.76666667e-03 2.73333333e-03 2.70000000e-03 2.66666667e-03
 2.63333333e-03 2.60000000e-03 2.56666667e-03 2.53333333e-03
 2.46666667e-03 2.40000000e-03 2.36666667e-03 2.33333333e-03
 2.26666667e-03 2.16666667e-03 2.13333333e-03 2.06666667e-03
 2.03333333e-03 2.00000000e-03 1.96666667e-03 1.93333333e-03
 1.86666667e-03 1.83333333e-03 1.80000000e-03 1.76666667e-03
 1.73333333e-03 1.70000000e-03 1.66666667e-03 1.63333333e-03
 1.60000000e-03 1.50000000e-03 1.46666667e-03 1.43333333e-03
 1.40000000e-03 1.36666667e-03 1.30000000e-03 1.26666667e-03
 1.23333333e-03 1.20000000e-03 1.16666667e-03 1.13333333e-03
 1.10000000e-03 1.06666667e-03 1.03333333e-03 1.00000000e-03
 9.66666667e-04 9.33333333e-04 9.00000000e-04 8.66666667e-04
 8.33333333e-04 8.00000000e-04 7.66666667e-04 7.33333333e-04
 7.00000000e-04 6.66666667e-04 6.33333333e-04 6.00000000e-04
 5.66666667e-04 5.33333333e-04 5.00000000e-04 4.66666667e-04
 4.33333333e-04 4.00000000e-04 3.66666667e-04 3.33333333e-04
 3.00000000e-04 2.66666667e-04 2.33333333e-04 2.00000000e-04
 1.66666667e-04 1.33333333e-04 1.00000000e-04 6.66666667e-05
 3.33333333e-05 0.00000000e+00]"
047,038,014,0.7564605889447032,"[0.00000000e+00 4.83073836e-04 1.00330720e-03 ... 9.98104864e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02909091 ... 1.         1.         1.        ],"[1.99994747e+00 9.99947475e-01 9.93690909e-01 ... 3.83838384e-05
 1.41414141e-05 0.00000000e+00]"
009,008,081,0.9075659497130272,"[0.00000000e+00 4.83073836e-04 1.00330720e-03 ... 9.96767121e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02909091 ... 1.         1.         1.        ],"[1.99990918e+00 9.99909184e-01 9.98578571e-01 ... 9.18367347e-06
 8.16326531e-06 0.00000000e+00]"
065,017,016,0.7816472479992973,"[0.00000000e+00 4.83073836e-04 1.00330720e-03 ... 9.98104864e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02909091 ... 1.         1.         1.        ],"[1.99996633e+00 9.99966327e-01 9.97138776e-01 ... 1.73469388e-05
 1.63265306e-05 0.00000000e+00]"
020,079,000,0.6543172274939955,[0.         0.0066144  0.0122998  ... 0.99594961 0.9980677  1.        ],[0.         0.01090909 0.04727273 ... 1.         1.         1.        ],"[1.99992020e+00 9.99920202e-01 9.92344444e-01 ... 4.04040404e-05
 2.02020202e-05 0.00000000e+00]"
086,003,010,0.743348884031876,"[0.00000000e+00 4.83073836e-04 1.00330720e-03 ... 9.96767121e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02909091 ... 1.         1.         1.        ],"[1.99998687e+00 9.99986869e-01 9.99492929e-01 ... 6.06060606e-06
 3.03030303e-06 0.00000000e+00]"
073,008,017,0.7820420848520884,"[0.00000000e+00 4.83073836e-04 1.00330720e-03 ... 9.96767121e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02909091 ... 1.         1.         1.        ],"[1.99997449e+00 9.99974490e-01 9.98643878e-01 ... 1.63265306e-05
 8.16326531e-06 0.00000000e+00]"
012,054,033,0.8150130565061263,"[0.00000000e+00 4.83073836e-04 8.17509569e-04 ... 9.96172569e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02545455 ... 1.         1.         1.        ],"[1.99991212e+00 9.99912121e-01 9.95366667e-01 ... 2.42424242e-05
 1.21212121e-05 0.00000000e+00]"
001,012,086,0.9035494103458876,"[0.00000000e+00 4.83073836e-04 8.17509569e-04 ... 9.96172569e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02545455 ... 1.         1.         1.        ],"[1.99990101e+00 9.99901010e-01 9.99522222e-01 ... 2.02020202e-06
 1.01010101e-06 0.00000000e+00]"
002,073,024,0.759940071819229,"[0.00000000e+00 4.83073836e-04 8.17509569e-04 ... 9.96172569e-01
 9.98216343e-01 1.00000000e+00]",[0.         0.01090909 0.02545455 ... 1.         1.         1.        ],"[1.99990202e+00 9.99902020e-01 9.99144444e-01 ... 4.04040404e-06
 2.02020202e-06 0.00000000e+00]"
