original_val,count
1,4842261
2,1199613
3,462149
4,259199
5,205533
6,106726
7,86519
8,65450
9,45135
10,37551
11,26345
12,23828
13,20353
14,15124
15,12479
16,10054
17,9311
18,7767
19,6258
20,5135
21,4972
22,3820
23,3247
24,2950
25,2676
26,2347
27,1888
28,1611
29,1509
30,1242
31,1180
32,976
33,858
34,833
35,690
36,666
37,514
38,514
39,451
40,336
41,298
42,301
43,292
44,264
45,241
46,231
47,238
48,247
49,193
50,165
51,182
52,198
53,167
54,118
55,137
56,99
57,114
58,112
59,91
60,85
61,81
62,98
63,73
64,53
65,60
66,65
67,46
68,33
69,44
70,47
71,49
72,38
73,42
74,46
75,42
76,36
77,41
78,40
79,38
80,43
81,51
82,38
83,19
84,26
85,38
86,42
87,38
88,27
89,16
90,23
91,38
92,23
93,18
94,25
95,25
96,21
97,10
98,12
99,17
100,14
101,11
102,8
103,10
104,26
105,10
106,16
107,10
108,10
109,12
110,14
111,18
112,7
113,6
114,6
115,10
116,13
117,16
118,18
119,14
120,16
121,14
122,7
123,6
124,4
125,5
126,4
127,5
128,4
129,4
130,9
131,2
132,9
133,2
134,3
135,6
136,3
137,4
138,4
139,10
140,6
141,6
142,8
143,9
144,10
145,6
146,5
147,5
148,9
149,3
150,6
151,6
152,4
153,4
154,4
155,5
156,4
157,3
158,2
159,2
160,5
161,4
162,6
163,7
164,8
165,11
166,7
169,5
170,6
171,1
173,1
174,2
175,2
176,5
177,6
178,6
179,5
180,5
181,8
182,8
183,6
184,3
185,6
186,5
187,1
189,1
190,2
191,4
192,1
193,4
195,1
196,2
197,2
198,5
199,1
201,1
202,3
204,1
205,1
206,1
209,4
210,4
211,3
212,4
215,2
216,2
217,2
219,2
222,2
223,2
224,2
228,2
230,3
231,3
232,1
233,1
234,3
235,3
238,1
241,1
244,1
245,1
246,1
247,1
248,1
252,3
279,1
