original_val,count
-96,1
-95,1
-93,3
-91,1
-90,1
-87,1
-72,1
-67,1
-64,1
-63,1
-62,1
-61,1
-60,1
-59,1
-58,1
-56,1
-55,1
-53,1
-51,1
-50,1
-49,1
-47,1
-43,3
-41,1
-40,1
-38,1
-37,2
-36,1
-35,1
-32,1
-31,1
-30,1
-29,1
-26,7
-25,2
-24,3
-23,6
-22,5
-21,4
-20,4
-19,10
-18,10
-17,12
-16,19
-15,23
-14,35
-13,37
-12,60
-11,63
-10,90
-9,139
-8,245
-7,393
-6,785
-5,1574
-4,3879
-3,11703
-2,32576
-1,90768
0,369002
1,302508
2,379234
3,425510
4,427946
5,403559
6,355767
7,298782
8,246645
9,202721
10,172493
11,150860
12,136420
13,125262
14,117614
15,113631
16,114846
17,115976
18,118366
19,120866
20,124368
21,128813
22,132144
23,134785
24,136225
25,138576
26,138868
27,138345
28,137854
29,134724
30,131351
31,129108
32,129971
33,130317
34,133208
35,133124
36,129481
37,123478
38,118676
39,116222
40,114897
41,110923
42,103103
43,94510
44,88708
45,87558
46,86278
47,87127
48,88344
49,90545
50,91056
51,90629
52,87166
53,81399
54,74465
55,67899
56,65416
57,66089
58,66334
59,67333
60,65760
61,64490
62,63153
63,60429
64,56778
65,54824
66,54879
67,56462
68,59007
69,59528
70,58286
71,56109
72,54977
73,54541
74,57389
75,59788
76,62177
77,60815
78,59514
79,59437
80,58962
81,60059
82,59164
83,57528
84,54201
85,51691
86,49234
87,46528
88,43948
89,42356
90,40169
91,38003
92,35476
93,33128
94,32161
95,30899
96,30632
97,29614
98,29519
99,27405
100,25979
101,26028
102,27531
103,29913
104,30252
105,30784
106,30030
107,30093
108,29669
109,29855
110,29804
111,28562
112,27853
113,27651
114,28193
115,27749
116,27798
117,27347
118,26556
119,25726
120,25367
121,24677
122,24426
123,23292
124,22559
125,21427
126,21169
127,20775
128,20607
129,20360
130,20310
131,20298
132,19590
133,19330
134,18885
135,19101
136,19180
137,18836
138,18589
139,18733
140,18306
141,18093
142,17978
143,18023
144,18007
145,18263
146,17806
147,17879
148,17854
149,17657
150,17356
151,17170
152,16927
153,16511
154,16618
155,16544
156,16585
157,16660
158,16281
159,16264
160,16176
161,15808
162,15667
163,15797
164,15831
165,15447
166,15596
167,15433
168,15510
169,15431
170,15475
171,15519
172,15741
173,15670
174,15376
175,15070
176,14854
177,14574
178,14605
179,14426
180,14315
181,14200
182,13895
183,13937
184,14268
185,13916
186,13817
187,13317
188,13171
189,12859
190,12773
191,12529
192,12568
193,12568
194,12466
195,12328
196,12082
197,12008
198,11893
199,11974
200,11845
201,11635
202,11698
203,11526
204,11448
205,11066
206,11009
207,10817
208,10564
209,10132
210,10216
211,10136
212,9833
213,9596
214,9588
215,9463
216,9370
217,9082
218,9186
219,9187
220,8984
221,9081
222,8962
223,8852
224,8806
225,8753
226,8661
227,8679
228,8665
229,8613
230,8561
231,8366
232,8231
233,8190
234,7820
235,7801
236,7448
237,7373
238,7349
239,7086
240,6867
241,6972
242,6827
243,7105
244,6947
245,7055
246,6798
247,6812
248,6710
249,6590
250,6407
251,6318
252,6174
253,6137
254,6187
255,6104
256,5988
257,5709
258,5787
259,5668
260,5554
261,5397
262,5375
263,5405
264,5331
265,5481
266,5250
267,5231
268,5231
269,5141
270,4964
271,4991
272,5165
273,5066
274,4811
275,5105
276,4957
277,4863
278,4903
279,4889
280,4873
281,4768
282,4646
283,4617
284,4638
285,4666
286,4679
287,4610
288,4434
289,4491
290,4540
291,4618
292,4417
293,4558
294,4307
295,4207
296,4148
297,4089
298,3917
299,3851
300,3747
301,3714
302,3807
303,3602
304,3519
305,3538
306,3421
307,3466
308,3476
309,3451
310,3314
311,3202
312,3295
313,3286
314,3251
315,3077
316,3252
317,3360
318,3276
