original_val,count
1,7352059
2,2222413
3,1067403
4,696241
5,627475
6,353325
7,306550
8,242170
9,172935
10,149845
11,108474
12,101372
13,87570
14,65055
15,54890
16,44663
17,41984
18,35025
19,28627
20,24424
21,22889
22,17633
23,15177
24,13648
25,12490
26,10690
27,8172
28,7244
29,6977
30,5934
31,5636
32,4760
33,4239
34,4235
35,3359
36,3215
37,2781
38,2699
39,2210
40,1787
41,1896
42,1695
43,1710
44,1470
45,1307
46,1373
47,1079
48,980
49,903
50,908
51,722
52,613
53,604
54,506
55,460
56,380
57,461
58,412
59,412
60,364
61,344
62,302
63,269
64,252
65,227
66,166
67,166
68,181
69,184
70,206
71,173
72,173
73,140
74,133
75,107
76,87
77,108
78,98
79,76
80,78
81,78
82,88
83,98
84,93
85,93
86,101
87,87
88,65
89,68
90,62
91,70
92,65
93,72
94,55
95,48
96,38
97,35
98,44
99,48
100,50
101,39
102,37
103,22
104,38
105,43
106,39
107,34
108,30
109,28
110,27
111,40
112,35
113,46
114,31
115,25
116,27
117,19
118,20
119,18
120,20
121,24
122,24
123,19
124,13
125,9
126,17
127,26
128,33
129,22
130,29
131,28
132,30
133,28
134,20
135,24
136,21
137,23
138,17
139,25
140,20
141,17
142,14
143,12
144,14
145,20
146,13
147,10
148,12
149,9
150,13
151,15
152,14
153,11
154,7
155,12
156,8
157,14
158,9
159,10
160,12
161,8
162,9
163,7
164,10
165,10
166,11
167,9
168,5
169,9
170,8
171,9
172,7
173,4
174,12
175,4
176,9
177,9
178,8
179,6
180,12
181,10
182,13
183,10
184,9
185,6
186,7
187,6
188,2
189,4
190,6
191,7
192,1
193,4
194,3
195,5
196,3
197,6
198,6
199,4
200,6
201,1
202,8
203,6
207,1
209,1
211,2
212,2
213,1
214,1
217,1
218,2
219,2
220,3
221,1
222,4
223,3
224,5
225,3
226,1
227,1
228,2
229,2
231,1
232,1
234,1
235,1
240,2
241,2
246,1
249,1
252,1
261,2
263,1
264,1
269,1
