original_val,count
1,8479010
2,2928955
3,1490580
4,1011098
5,947286
6,545047
7,483102
8,383459
9,273093
10,234375
11,168853
12,157086
13,136202
14,101042
15,85830
16,69694
17,65043
18,53465
19,42919
20,36015
21,34170
22,26282
23,22863
24,20802
25,19210
26,16404
27,12985
28,11278
29,10840
30,8889
31,8413
32,6936
33,6261
34,6006
35,4888
36,4810
37,4201
38,4038
39,3511
40,3056
41,3149
42,2796
43,2810
44,2383
45,2089
46,2028
47,1751
48,1731
49,1532
50,1583
51,1392
52,1248
53,1331
54,1225
55,1345
56,1175
57,1144
58,1026
59,931
60,877
61,802
62,747
63,743
64,700
65,690
66,603
67,628
68,612
69,559
70,552
71,517
72,598
73,524
74,489
75,436
76,408
77,394
78,364
79,379
80,339
81,308
82,326
83,307
84,321
85,296
86,268
87,247
88,213
89,247
90,247
91,223
92,212
93,204
94,215
95,188
96,189
97,183
98,171
99,177
100,167
101,168
102,162
103,140
104,119
105,111
106,121
107,109
108,110
109,111
110,97
111,115
112,99
113,96
114,85
115,97
116,75
117,82
118,80
119,77
120,103
121,86
122,82
123,72
124,90
125,100
126,105
127,102
128,121
129,118
130,138
131,116
132,102
133,118
134,78
135,92
136,77
137,79
138,77
139,63
140,68
141,60
142,54
143,60
144,83
145,80
146,70
147,78
148,82
149,78
150,74
151,87
152,95
153,80
154,81
155,70
156,85
157,68
158,55
159,51
160,65
161,42
162,51
163,41
164,36
165,48
166,57
167,48
168,38
169,31
170,37
171,39
172,43
173,36
174,39
175,40
176,36
177,29
178,28
179,29
180,37
181,34
182,37
183,44
184,45
185,30
186,31
187,34
188,34
189,45
190,47
191,53
192,48
193,42
194,42
195,38
196,35
197,27
198,30
199,31
200,28
201,35
202,21
203,17
204,15
205,14
206,17
207,22
208,15
209,14
210,8
211,9
212,8
213,12
214,11
215,10
216,13
217,10
218,10
219,12
220,14
221,18
222,12
223,15
224,10
225,14
226,11
227,7
228,3
229,6
230,6
231,5
232,6
233,8
234,4
235,15
236,16
237,13
238,4
239,4
240,1
241,2
242,4
243,3
244,5
245,4
246,1
247,3
248,1
249,2
250,2
251,2
252,1
253,3
254,1
255,2
256,2
257,1
258,2
259,2
260,6
262,1
265,3
266,3
267,4
268,3
270,2
271,1
272,1
273,1
