DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
011,072,016,0.6859041262183012,"[0.00000000e+00 6.49747745e-04 1.45237731e-03 ... 9.93922948e-01
 9.95604648e-01 1.00000000e+00]",[0.         0.00507614 0.00761421 ... 1.         1.         1.        ],"[1.99992727e+00 9.99927273e-01 9.97471717e-01 ... 1.61616162e-05
 1.11111111e-05 0.00000000e+00]"
061,006,031,0.7659129751268259,"[0.00000000e+00 6.49747745e-04 1.26127503e-03 ... 9.94266932e-01
 9.95604648e-01 1.00000000e+00]",[0.         0.00507614 0.01142132 ... 1.         1.         1.        ],"[1.99999388e+00 9.99993878e-01 9.99142857e-01 ... 1.22448980e-05
 6.12244898e-06 0.00000000e+00]"
