original_val,count
-88,1
-43,1
-39,1
-38,1
-37,1
-36,1
-31,1
-29,1
-28,2
-27,2
-26,3
-24,3
-23,5
-22,1
-21,2
-20,2
-19,2
-18,3
-17,5
-16,3
-15,9
-14,6
-13,7
-12,15
-11,18
-10,14
-9,27
-8,53
-7,52
-6,92
-5,196
-4,348
-3,779
-2,2384
-1,6701
0,21904
1,41543
2,81770
3,134081
4,178844
5,206261
6,204368
7,179169
8,147325
9,123054
10,105557
11,93113
12,82906
13,74602
14,69002
15,66200
16,65049
17,65151
18,65395
19,66300
20,66485
21,69145
22,72982
23,75990
24,79463
25,81257
26,81913
27,82752
28,83942
29,85228
30,84383
31,84015
32,85456
33,87840
34,89889
35,94472
36,100557
37,106624
38,108760
39,107714
40,103957
41,98564
42,93046
43,86312
44,78821
45,72584
46,68081
47,65787
48,64681
49,62533
50,60072
51,59249
52,60345
53,61165
54,61494
55,58956
56,55830
57,55862
58,55219
59,53335
60,50467
61,46996
62,46666
63,45079
64,43284
65,41536
66,40438
67,41914
68,45007
69,46796
70,47740
71,44669
72,39962
73,34246
74,29696
75,26584
76,24644
77,24887
78,25064
79,24563
80,23776
81,23107
82,22468
83,21476
84,21113
85,20115
86,19641
87,20386
88,20519
89,21026
90,20796
91,20459
92,20039
93,19198
94,18092
95,17329
96,16920
97,16127
98,15536
99,15411
100,15275
101,15238
102,14707
103,14747
104,15273
105,16018
106,16602
107,16699
108,16788
109,16746
110,16143
111,15683
112,14853
113,14580
114,14741
115,14950
116,15589
117,15585
118,16352
119,16408
120,15651
121,14694
122,13808
123,13283
124,12781
125,12820
126,12998
127,13046
128,13015
129,12789
130,12487
131,12044
132,11578
133,11073
134,10538
135,10360
136,10372
137,10300
138,10157
139,10392
140,10487
141,10413
142,9976
143,9835
144,9596
145,9605
146,9540
147,9453
148,9425
149,8928
150,9091
151,8923
152,8610
153,7858
154,7437
155,7345
156,6875
157,6935
158,6869
159,6592
160,6492
161,6020
162,5789
163,5513
164,5544
165,5208
166,5144
167,5101
168,4851
169,4614
170,4300
171,4220
172,4029
173,4210
174,4190
175,4234
176,3946
177,4041
178,3841
179,3665
180,3594
181,3745
182,3757
183,3541
184,3656
185,3542
186,3575
187,3477
188,3413
189,3230
190,3181
191,3220
192,3142
193,2934
194,2821
195,2747
196,2777
197,2858
198,2900
199,2849
200,2808
201,2802
202,2657
203,2612
204,2530
205,2389
206,2362
207,2271
208,2297
209,2231
210,2006
211,1965
212,1859
213,1848
214,1857
215,1765
216,1661
217,1594
