DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
029,028,042,0.8073971374323549,"[0.00000000e+00 7.35664227e-04 1.89723932e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00505902 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98330303e-01 ... 5.65656566e-05
 2.82828283e-05 0.00000000e+00]"
018,038,043,0.8100622634286471,"[0.00000000e+00 7.35664227e-04 1.89723932e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00505902 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98963636e-01 ... 5.45454545e-05
 3.83838384e-05 0.00000000e+00]"
047,006,046,0.800589941726017,"[0.00000000e+00 7.35664227e-04 1.58748596e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00337268 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99575758e-01 ... 1.21212121e-05
 6.06060606e-06 0.00000000e+00]"
010,058,031,0.7734211638198936,"[0.00000000e+00 7.35664227e-04 1.89723932e-03 ... 9.99806404e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00505902 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99424242e-01 ... 4.04040404e-05
 3.03030303e-05 0.00000000e+00]"
039,037,022,0.7370803173352645,"[0.00000000e+00 7.35664227e-04 1.89723932e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00505902 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.97731633e-01 ... 7.55102041e-05
 3.77551020e-05 0.00000000e+00]"
000,015,084,0.8392939307995064,[0.         0.0234251  0.0492895  ... 0.99415341 0.99701862 1.        ],[0.       0.153457 0.306914 ... 1.       1.       1.      ],"[2.00000000e+00 1.00000000e+00 9.98939394e-01 ... 3.03030303e-05
 1.51515152e-05 0.00000000e+00]"
047,038,014,0.7000273776524835,"[0.00000000e+00 7.35664227e-04 1.58748596e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00337268 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.97313131e-01 ... 7.67676768e-05
 3.83838384e-05 0.00000000e+00]"
072,011,015,0.7017529271659768,"[0.00000000e+00 7.35664227e-04 1.58748596e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00337268 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99214286e-01 ... 2.24489796e-05
 1.12244898e-05 0.00000000e+00]"
034,028,036,0.7947462526470886,"[0.00000000e+00 7.35664227e-04 1.89723932e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00505902 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98022449e-01 ... 5.71428571e-05
 2.85714286e-05 0.00000000e+00]"
037,038,023,0.7418635712747115,"[0.00000000e+00 7.35664227e-04 1.89723932e-03 ... 9.99690247e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00505902 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.97847959e-01 ... 7.75510204e-05
 3.87755102e-05 0.00000000e+00]"
009,047,042,0.8056349255008566,"[0.00000000e+00 7.35664227e-04 1.89723932e-03 ... 9.99806404e-01
 9.99883842e-01 1.00000000e+00]",[0.         0.00337268 0.00505902 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99476531e-01 ... 3.67346939e-05
 2.75510204e-05 0.00000000e+00]"
