DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
019,014,066,0.8489377729695076,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99993333e+00 9.99933333e-01 9.88974747e-01 ... 1.91919192e-05
 1.41414141e-05 0.00000000e+00]"
033,022,043,0.8223163441118725,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99995612e+00 9.99956122e-01 9.82288776e-01 ... 3.36734694e-05
 2.24489796e-05 0.00000000e+00]"
025,019,054,0.8352112433385424,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99994490e+00 9.99944898e-01 9.85378571e-01 ... 2.55102041e-05
 1.93877551e-05 0.00000000e+00]"
012,086,000,0.6400752093600994,[0.         0.00576271 0.01001883 ... 0.98327684 0.99013183 1.        ],[0.         0.02553191 0.04042553 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.93008163e-01 ... 2.44897959e-05
 1.22448980e-05 0.00000000e+00]"
073,024,001,0.6696063629442641,"[0.00000000e+00 2.63653484e-04 7.90960452e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01276596 ... 1.         1.         1.        ],"[1.99999898e+00 9.99998980e-01 9.92835714e-01 ... 2.04081633e-06
 1.02040816e-06 0.00000000e+00]"
021,074,004,0.6694005689786433,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99999596e+00 9.99995960e-01 9.87883838e-01 ... 8.08080808e-06
 4.04040404e-06 0.00000000e+00]"
022,059,017,0.720163120567376,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99998265e+00 9.99982653e-01 9.87164286e-01 ... 2.24489796e-05
 1.73469388e-05 0.00000000e+00]"
024,034,040,0.8054797852305966,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99995918e+00 9.99959184e-01 9.85975510e-01 ... 3.46938776e-05
 2.44897959e-05 0.00000000e+00]"
007,072,019,0.7179422606883841,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99998061e+00 9.99980612e-01 9.95902041e-01 ... 1.42857143e-05
 7.14285714e-06 0.00000000e+00]"
014,026,058,0.8274611932523941,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99994082e+00 9.99940816e-01 9.91783673e-01 ... 2.65306122e-05
 1.42857143e-05 0.00000000e+00]"
021,007,071,0.8558760668349561,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99992828e+00 9.99928283e-01 9.94363636e-01 ... 1.41414141e-05
 7.07070707e-06 0.00000000e+00]"
045,002,051,0.8344503746443883,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99994796e+00 9.99947959e-01 9.98341837e-01 ... 4.08163265e-06
 2.04081633e-06 0.00000000e+00]"
044,006,048,0.8325998717794607,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99995102e+00 9.99951020e-01 9.95132653e-01 ... 1.22448980e-05
 6.12244898e-06 0.00000000e+00]"
012,027,059,0.8259314020114596,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99993980e+00 9.99939796e-01 9.92947959e-01 ... 2.44897959e-05
 1.22448980e-05 0.00000000e+00]"
079,008,011,0.7182996754417599,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99998878e+00 9.99988776e-01 9.93564286e-01 ... 1.12244898e-05
 8.16326531e-06 0.00000000e+00]"
010,082,006,0.6820021236526825,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99999388e+00 9.99993878e-01 9.94167347e-01 ... 1.02040816e-05
 6.12244898e-06 0.00000000e+00]"
032,003,063,0.8469295989101255,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99993571e+00 9.99935714e-01 9.97526531e-01 ... 6.12244898e-06
 3.06122449e-06 0.00000000e+00]"
067,019,012,0.7230344592699444,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99998776e+00 9.99987755e-01 9.84729592e-01 ... 1.93877551e-05
 1.22448980e-05 0.00000000e+00]"
086,007,006,0.6935092358857233,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99999394e+00 9.99993939e-01 9.94429293e-01 ... 7.07070707e-06
 6.06060606e-06 0.00000000e+00]"
018,046,035,0.7790147052931041,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99996465e+00 9.99964646e-01 9.89582828e-01 ... 3.53535354e-05
 1.81818182e-05 0.00000000e+00]"
063,007,028,0.7883419080819007,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99997143e+00 9.99971429e-01 9.94350000e-01 ... 1.42857143e-05
 7.14285714e-06 0.00000000e+00]"
036,013,049,0.8343195896942741,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99995000e+00 9.99950000e-01 9.89510204e-01 ... 2.65306122e-05
 1.32653061e-05 0.00000000e+00]"
049,009,041,0.8211686100092158,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99995859e+00 9.99958586e-01 9.92804040e-01 ... 1.81818182e-05
 9.09090909e-06 0.00000000e+00]"
018,031,049,0.8161588331930921,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99995000e+00 9.99950000e-01 9.89462245e-01 ... 3.16326531e-05
 1.83673469e-05 0.00000000e+00]"
026,033,039,0.8055361621989823,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99996020e+00 9.99960204e-01 9.84811224e-01 ... 3.36734694e-05
 2.65306122e-05 0.00000000e+00]"
005,028,066,0.8262365668950595,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99993333e+00 9.99933333e-01 9.97049495e-01 ... 1.01010101e-05
 5.05050505e-06 0.00000000e+00]"
037,043,019,0.7389533597788196,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99998081e+00 9.99980808e-01 9.78640404e-01 ... 3.73737374e-05
 1.91919192e-05 0.00000000e+00]"
030,027,042,0.8165284689666225,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.87043315e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99995758e+00 9.99957576e-01 9.82654545e-01 ... 3.03030303e-05
 2.72727273e-05 0.00000000e+00]"
001,081,017,0.7137277316985213,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99998283e+00 9.99982828e-01 9.99406061e-01 ... 2.02020202e-06
 1.01010101e-06 0.00000000e+00]"
070,016,013,0.7270470809792844,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99998687e+00 9.99986869e-01 9.87267677e-01 ... 1.61616162e-05
 1.31313131e-05 0.00000000e+00]"
019,044,035,0.7817848299074408,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99996429e+00 9.99964286e-01 9.88893878e-01 ... 3.57142857e-05
 1.93877551e-05 0.00000000e+00]"
067,027,004,0.6845441359137716,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.         0.0106383  0.01702128 ... 1.         1.         1.        ],"[1.99999592e+00 9.99995918e-01 9.78313265e-01 ... 8.16326531e-06
 4.08163265e-06 0.00000000e+00]"
025,067,007,0.6841579917458028,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.90357815e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99999293e+00 9.99992929e-01 9.85573737e-01 ... 1.41414141e-05
 7.07070707e-06 0.00000000e+00]"
021,049,029,0.7617391513403053,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99997071e+00 9.99970707e-01 9.87858586e-01 ... 2.92929293e-05
 2.12121212e-05 0.00000000e+00]"
010,037,052,0.8102470248827984,"[0.00000000e+00 2.63653484e-04 7.53295669e-04 ... 9.84105461e-01
 9.90470810e-01 1.00000000e+00]",[0.        0.0106383 0.0212766 ... 1.        1.        1.       ],"[1.99994747e+00 9.99947475e-01 9.94179798e-01 ... 2.02020202e-05
 1.01010101e-05 0.00000000e+00]"
