original_val,count
1,9695016
2,3488600
3,1560526
4,938760
5,797977
6,431344
7,368395
8,287703
9,205142
10,176802
11,127982
12,119720
13,105101
14,79374
15,67859
16,55714
17,53509
18,44654
19,36343
20,31036
21,29270
22,23073
23,20012
24,18176
25,16437
26,14403
27,11383
28,10005
29,9800
30,8170
31,7526
32,6302
33,5684
34,5527
35,4371
36,4156
37,3539
38,3466
39,2891
40,2460
41,2556
42,2203
43,1993
44,1743
45,1631
46,1551
47,1431
48,1402
49,1231
50,1150
51,1113
52,1039
53,1055
54,928
55,934
56,807
57,803
58,750
59,656
60,722
61,648
62,619
63,548
64,482
65,530
66,493
67,509
68,493
69,435
70,475
71,475
72,478
73,420
74,378
75,359
76,403
77,403
78,345
79,367
80,370
81,342
82,324
83,275
84,338
85,309
86,285
87,263
88,248
89,267
90,278
91,295
92,286
93,266
94,253
95,233
96,204
97,189
98,175
99,185
100,175
101,163
102,167
103,151
104,191
105,167
106,169
107,156
108,132
109,156
110,133
111,124
112,120
113,135
114,139
115,124
116,125
117,126
118,109
119,109
120,128
121,145
122,134
123,119
124,114
125,127
126,110
127,101
128,103
129,85
130,70
131,86
132,75
133,75
134,78
135,83
136,70
137,76
138,102
139,100
140,104
141,99
142,114
143,124
144,113
145,132
146,146
147,136
148,156
149,145
150,144
151,115
152,91
153,98
154,107
155,115
156,97
157,97
158,91
159,90
160,80
161,77
162,92
163,64
164,80
165,84
166,61
167,54
168,54
169,46
170,55
171,50
172,35
173,32
174,39
175,26
176,29
177,30
178,43
179,42
180,41
181,52
182,56
183,51
184,41
185,58
186,72
187,75
188,62
189,67
190,79
191,73
192,58
193,77
194,63
195,66
196,51
197,48
198,43
199,24
200,14
201,25
202,26
203,22
204,32
205,35
206,26
207,22
208,22
209,21
210,16
211,8
212,9
213,6
214,5
215,6
216,3
217,7
218,4
219,4
220,1
221,1
222,3
223,3
224,4
225,7
226,7
227,8
228,8
229,6
230,10
231,10
232,7
233,2
234,3
235,3
236,2
237,1
238,4
239,8
240,7
241,12
242,6
243,2
246,3
247,5
248,2
249,2
250,3
251,2
252,4
253,3
254,2
255,5
256,5
257,3
258,2
259,1
260,2
261,3
262,5
263,2
264,1
265,4
266,4
267,5
268,2
269,2
270,2
271,1
272,3
273,1
275,1
279,1
280,1
281,1
