original_val,count
1,12085628
2,4837222
3,2643453
4,1876788
5,1843342
6,1094370
7,998912
8,812158
9,591168
10,516279
11,377026
12,355538
13,311683
14,232667
15,199234
16,162896
17,154503
18,129007
19,104789
20,89143
21,84633
22,65768
23,57560
24,52706
25,49227
26,42508
27,33882
28,29944
29,29157
30,24392
31,23226
32,19283
33,17452
34,16703
35,13693
36,13414
37,11648
38,11365
39,9858
40,8376
41,8575
42,7326
43,7219
44,6136
45,5373
46,5237
47,4638
48,4489
49,4007
50,4113
51,3597
52,3317
53,3368
54,3058
55,3327
56,2933
57,2863
58,2620
59,2449
60,2385
61,2251
62,2144
63,2126
64,1957
65,2048
66,1790
67,1828
68,1862
69,1680
70,1754
71,1597
72,1808
73,1667
74,1522
75,1437
76,1398
77,1395
78,1329
79,1362
80,1355
81,1270
82,1299
83,1159
84,1231
85,1217
86,1137
87,1110
88,1049
89,1159
90,1070
91,1060
92,984
93,944
94,905
95,818
96,777
97,787
98,726
99,714
100,640
101,659
102,661
103,566
104,537
105,473
106,459
107,439
108,406
109,401
110,382
111,402
112,399
113,365
114,336
115,302
116,241
117,247
118,237
119,195
120,190
121,177
122,153
123,148
124,167
125,192
126,186
127,184
128,207
129,212
130,235
131,198
132,184
133,185
134,150
135,169
136,151
137,143
138,151
139,123
140,119
141,116
142,129
143,127
144,153
145,145
146,130
147,133
148,135
149,128
150,121
151,133
152,144
153,136
154,137
155,131
156,128
157,123
158,96
159,103
160,115
161,90
162,82
163,72
164,67
165,71
166,94
167,88
168,65
169,69
170,72
171,79
172,62
173,63
174,66
175,70
176,74
177,66
178,54
179,64
180,71
181,62
182,61
183,66
184,75
185,59
186,63
187,62
188,60
189,66
190,68
191,75
192,69
193,75
194,62
195,62
196,60
197,58
198,59
199,64
200,54
201,53
202,37
203,36
204,23
205,27
206,47
207,46
208,32
209,27
210,22
211,19
212,16
213,28
214,21
215,20
216,22
217,25
218,18
219,17
220,24
221,28
222,17
223,22
224,16
225,26
226,21
227,11
228,6
229,12
230,16
231,15
232,11
233,11
234,10
235,18
236,18
237,18
238,10
239,13
240,9
241,6
242,11
243,10
244,9
245,4
246,4
247,5
248,4
249,4
250,4
251,10
252,4
253,6
254,5
255,4
256,5
257,5
258,5
259,3
260,6
261,1
262,2
263,4
264,1
265,8
266,8
267,6
268,12
269,3
270,11
271,6
272,4
273,4
274,1
275,3
276,1
279,1
280,4
281,2
