original_val,count
0,3740131
1,6860443
2,6769466
3,3206702
4,1393159
5,766006
6,336018
7,199459
8,110324
9,73249
10,50239
11,38932
12,28870
13,22530
14,18630
15,15468
16,12361
17,11293
18,9069
19,8021
20,6368
21,5280
22,4661
23,3873
24,2874
25,2592
26,2048
27,1567
28,1268
29,946
30,783
31,583
32,427
33,366
34,264
35,214
36,171
37,111
38,77
39,69
40,53
41,52
42,40
43,38
44,38
45,24
46,26
47,12
48,12
49,14
50,15
51,9
52,7
53,9
54,6
55,7
56,2
57,8
58,1
60,1
61,1
64,1
67,2
