original_val,count
0,5751483
1,10402959
2,9423397
3,4031632
4,1563658
5,788576
6,325827
7,189915
8,98642
9,60775
10,36750
11,26410
12,17735
13,13201
14,9433
15,7816
16,5578
17,5182
18,3795
19,3208
20,2512
21,2058
22,1823
23,1421
24,1154
25,1062
26,851
27,695
28,572
29,459
30,387
31,335
32,277
33,208
34,168
35,149
36,119
37,80
38,70
39,58
40,56
41,35
42,47
43,35
44,35
45,23
46,11
47,13
48,8
49,10
50,10
51,9
52,9
53,7
54,4
55,7
56,4
57,3
58,2
59,2
60,1
62,2
64,1
66,1
67,3
