DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
034,011,054,0.797692149606932,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99996566e+00 9.99965657e-01 9.99787879e-01 ... 2.22222222e-05
 1.11111111e-05 0.00000000e+00]"
092,004,002,0.6276826756770546,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99990612e+00 9.99906122e-01 9.99840816e-01 ... 4.08163265e-06
 2.04081633e-06 0.00000000e+00]"
024,025,049,0.7945095510780803,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99997551e+00 9.99975510e-01 9.99567347e-01 ... 2.55102041e-05
 2.44897959e-05 0.00000000e+00]"
083,014,001,0.6222229094343825,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99991531e+00 9.99915306e-01 9.99686735e-01 ... 2.04081633e-06
 1.02040816e-06 0.00000000e+00]"
001,050,048,0.7816543070215922,"[0.00000000e+00 7.00035002e-04 1.51674250e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 5.92300099e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99999899e+00 9.99998990e-01 9.99697980e-01 ... 2.02020202e-06
 1.01010101e-06 0.00000000e+00]"
016,082,001,0.6396511281086704,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99998384e+00 9.99983838e-01 9.98658586e-01 ... 2.02020202e-06
 1.01010101e-06 0.00000000e+00]"
069,024,005,0.6445679583529468,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99992959e+00 9.99929592e-01 9.99537755e-01 ... 1.02040816e-05
 5.10204082e-06 0.00000000e+00]"
006,091,002,0.6660853773192115,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99999394e+00 9.99993939e-01 9.98523232e-01 ... 4.04040404e-06
 2.02020202e-06 0.00000000e+00]"
002,039,057,0.7998951636733971,"[0.00000000e+00 7.00035002e-04 1.51674250e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 5.92300099e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99999796e+00 9.99997959e-01 9.99389796e-01 ... 4.08163265e-06
 2.04081633e-06 0.00000000e+00]"
028,000,070,0.8083752081648177,[0.         0.00217789 0.00470579 ... 0.97254307 0.98117684 1.        ],[0.         0.01382034 0.02270484 ... 1.         1.         1.        ],"[1.99997143e+00 9.99971429e-01 9.91457143e-01 ... 5.71428571e-05
 2.85714286e-05 0.00000000e+00]"
044,054,000,0.6267919105070094,[0.         0.00404465 0.01007273 ... 0.99541088 0.99727764 1.        ],[0.         0.00691017 0.01974334 ... 1.         1.         1.        ],"[1.99995510e+00 9.99955102e-01 9.99073469e-01 ... 5.51020408e-05
 4.48979592e-05 0.00000000e+00]"
070,015,013,0.6796959020924612,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99992857e+00 9.99928571e-01 9.99683673e-01 ... 1.53061224e-05
 1.32653061e-05 0.00000000e+00]"
051,048,000,0.6250711350967351,[0.         0.00404465 0.01007273 ... 0.99603313 0.99727764 1.        ],[0.         0.00691017 0.01974334 ... 1.         1.         1.        ],"[1.99994848e+00 9.99948485e-01 9.99172727e-01 ... 5.15151515e-05
 4.84848485e-05 0.00000000e+00]"
069,023,007,0.6524882704593714,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99993030e+00 9.99930303e-01 9.99558586e-01 ... 1.41414141e-05
 7.07070707e-06 0.00000000e+00]"
015,007,076,0.8183324324711354,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99998469e+00 9.99984694e-01 9.99870408e-01 ... 1.42857143e-05
 7.14285714e-06 0.00000000e+00]"
001,018,080,0.8183253108032171,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99999899e+00 9.99998990e-01 9.99708081e-01 ... 2.02020202e-06
 1.01010101e-06 0.00000000e+00]"
006,039,054,0.7962156416474986,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99999394e+00 9.99993939e-01 9.99363636e-01 ... 1.21212121e-05
 6.06060606e-06 0.00000000e+00]"
062,019,018,0.703277913703736,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99993737e+00 9.99937374e-01 9.99630303e-01 ... 1.91919192e-05
 1.81818182e-05 0.00000000e+00]"
009,040,050,0.7914738969371415,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99999091e+00 9.99990909e-01 9.99344444e-01 ... 1.81818182e-05
 9.09090909e-06 0.00000000e+00]"
070,022,006,0.6480604934052779,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99992857e+00 9.99928571e-01 9.99569388e-01 ... 1.22448980e-05
 6.12244898e-06 0.00000000e+00]"
044,047,008,0.6613586245836367,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99995556e+00 9.99955556e-01 9.99195960e-01 ... 1.61616162e-05
 8.08080808e-06 0.00000000e+00]"
016,015,067,0.8125479872765163,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99998367e+00 9.99983673e-01 9.99738776e-01 ... 1.63265306e-05
 1.53061224e-05 0.00000000e+00]"
026,033,040,0.7775311300390073,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99997374e+00 9.99973737e-01 9.99440404e-01 ... 3.33333333e-05
 2.62626263e-05 0.00000000e+00]"
047,006,046,0.7836469535443428,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99995253e+00 9.99952525e-01 9.99855556e-01 ... 1.21212121e-05
 6.06060606e-06 0.00000000e+00]"
061,011,026,0.7344241156337734,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99993776e+00 9.99937755e-01 9.99758163e-01 ... 2.24489796e-05
 1.12244898e-05 0.00000000e+00]"
000,049,050,0.7876313635798056,[0.         0.02166219 0.04145763 ... 0.97911562 0.98564928 1.        ],[0.         0.12339585 0.25765054 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99208081e-01 ... 5.05050505e-05
 4.94949495e-05 0.00000000e+00]"
030,025,043,0.7862221179502542,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99996939e+00 9.99969388e-01 9.99561224e-01 ... 3.06122449e-05
 2.55102041e-05 0.00000000e+00]"
022,035,042,0.7807891683385311,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99997778e+00 9.99977778e-01 9.99412121e-01 ... 3.53535354e-05
 2.22222222e-05 0.00000000e+00]"
026,055,018,0.698575904445107,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99997374e+00 9.99973737e-01 9.99084848e-01 ... 2.62626263e-05
 1.81818182e-05 0.00000000e+00]"
035,039,024,0.725912225193359,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99996429e+00 9.99964286e-01 9.99327551e-01 ... 3.57142857e-05
 2.44897959e-05 0.00000000e+00]"
064,029,006,0.651225220578787,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99993535e+00 9.99935354e-01 9.99466667e-01 ... 1.21212121e-05
 6.06060606e-06 0.00000000e+00]"
041,028,030,0.7511753343507912,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99995859e+00 9.99958586e-01 9.99506061e-01 ... 3.03030303e-05
 2.82828283e-05 0.00000000e+00]"
004,049,046,0.7789061878233761,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99999596e+00 9.99995960e-01 9.99204040e-01 ... 8.08080808e-06
 4.04040404e-06 0.00000000e+00]"
023,052,023,0.7170942182076747,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.95955353e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99997653e+00 9.99976531e-01 9.99127551e-01 ... 4.69387755e-05
 2.34693878e-05 0.00000000e+00]"
044,050,004,0.6465861545791999,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.97510987e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99995510e+00 9.99955102e-01 9.99138776e-01 ... 8.16326531e-06
 4.08163265e-06 0.00000000e+00]"
000,003,095,0.8283717191234137,[0.         0.02166219 0.04145763 ... 0.97911562 0.98564928 1.        ],[0.         0.12339585 0.25765054 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99951020e-01 ... 6.12244898e-06
 3.06122449e-06 0.00000000e+00]"
051,015,033,0.7572227629698914,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99994848e+00 9.99948485e-01 9.99706061e-01 ... 3.03030303e-05
 1.51515152e-05 0.00000000e+00]"
033,029,037,0.7720336055192581,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96499825e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99996667e+00 9.99966667e-01 9.99497980e-01 ... 3.33333333e-05
 2.92929293e-05 0.00000000e+00]"
010,058,031,0.7417644053201892,"[0.00000000e+00 7.00035002e-04 1.32228834e-03 ... 9.96033135e-01
 9.97588768e-01 1.00000000e+00]","[0.00000000e+00 9.87166831e-04 6.91016782e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]","[1.99998990e+00 9.99989899e-01 9.99052525e-01 ... 2.02020202e-05
 1.01010101e-05 0.00000000e+00]"
