original_val,count
-88,1
-80,1
-76,2
-73,1
-65,1
-63,1
-59,2
-57,1
-54,1
-51,1
-50,1
-44,2
-43,1
-42,1
-40,2
-39,1
-38,2
-37,1
-36,1
-35,3
-34,1
-33,1
-32,2
-31,2
-30,1
-29,5
-28,5
-27,7
-26,9
-25,2
-24,7
-23,6
-22,9
-21,8
-20,6
-19,7
-18,11
-17,11
-16,8
-15,18
-14,16
-13,32
-12,31
-11,48
-10,50
-9,86
-8,158
-7,263
-6,446
-5,849
-4,1984
-3,4943
-2,13855
-1,35599
0,113434
1,198211
2,350905
3,514750
4,619158
5,640958
6,579469
7,480528
8,385698
9,318839
10,273861
11,242236
12,218907
13,202699
14,191682
15,186067
16,185576
17,188520
18,193975
19,201836
20,206791
21,214073
22,222778
23,229227
24,234299
25,237339
26,239045
27,242102
28,246809
29,252616
30,253427
31,251946
32,251878
33,253528
34,255063
35,260628
36,267752
37,270480
38,271502
39,271822
40,268105
41,261946
42,249454
43,233138
44,217978
45,204137
46,195048
47,190428
48,188204
49,184798
50,180308
51,179065
52,179748
53,175529
54,168956
55,159913
56,152672
57,150627
58,148034
59,142945
60,135884
61,129358
62,127920
63,124385
64,119905
65,116858
66,112355
67,111983
68,114884
69,117193
70,116537
71,108603
72,97800
73,86782
74,77043
75,69985
76,65751
77,65009
78,65969
79,63749
80,61371
81,59719
82,58917
83,57986
84,56820
85,56305
86,55784
87,57082
88,56469
89,55800
90,53256
91,51292
92,50113
93,48287
94,46172
95,44929
96,43408
97,40727
98,38955
99,37599
100,36357
101,36686
102,36443
103,36408
104,37798
105,39870
106,41788
107,41750
108,41371
109,41154
110,39911
111,38661
112,36823
113,36431
114,37609
115,37856
116,38490
117,38330
118,38771
119,37677
120,36197
121,33897
122,32235
123,31090
124,30391
125,30437
126,30177
127,30038
128,29824
129,29213
130,29197
131,28853
132,28042
133,27214
134,26190
135,25942
136,25991
137,25856
138,25702
139,26159
140,26488
141,26347
142,25973
143,25244
144,24549
145,24709
146,24608
147,24563
148,24071
149,23164
150,23660
151,22978
152,22767
153,22199
154,21514
155,21623
156,21186
157,20723
158,20869
159,20569
160,20210
161,19516
162,18834
163,18009
164,17826
165,16999
166,16558
167,16153
168,16017
169,15621
170,14660
171,14475
172,14035
173,13911
174,14107
175,13932
176,13169
177,13426
178,13327
179,13023
180,12916
181,13008
182,13063
183,12809
184,12913
185,13032
186,12888
187,12718
188,12616
189,12027
190,11774
191,11475
192,11222
193,10852
194,10562
195,10407
196,10409
197,10245
198,10143
199,10079
200,9953
201,9877
202,9531
203,9210
204,8974
205,8673
206,8545
207,8096
208,7930
209,7637
210,7094
211,6954
212,6941
213,6895
214,6674
215,6500
216,6273
217,6068
218,6021
219,6002
220,5862
221,5740
222,5579
223,5478
224,5551
225,5268
226,5226
227,5099
228,4934
229,4967
230,4771
231,4567
232,4452
233,4275
234,4351
235,4191
236,4032
237,3883
238,3856
239,3743
240,3696
241,3748
242,3616
243,3619
244,3550
245,3493
246,3358
247,3440
248,3419
249,3311
250,3371
251,3293
252,3316
253,3087
254,3164
255,2973
256,2919
257,2737
258,2526
259,2590
260,2690
261,2749
262,2798
263,2611
264,2454
265,2345
266,2369
267,2459
268,2385
269,2450
270,2364
271,2352
272,2270
273,2223
274,2229
275,2236
276,2271
277,2270
278,2303
279,2205
280,2153
281,1968
282,2073
283,2136
284,2026
285,2035
286,2013
287,1942
288,2047
289,2187
290,2252
291,2104
292,2018
293,1903
294,1885
295,1885
296,1980
297,2084
298,2118
299,2098
300,2205
301,2107
302,2283
303,2191
304,1975
305,1964
306,2027
307,1962
308,2025
309,2034
310,2113
311,1981
312,1973
313,1946
314,1750
315,1710
316,1662
317,1685
318,1612
319,1591
320,1558
321,1609
322,1612
323,1691
324,1605
325,1774
326,1676
327,1558
328,1562
329,1509
330,1427
331,1590
332,1544
333,1598
334,1639
335,1667
336,1640
337,1618
338,1662
339,1508
340,1451
341,1490
342,1492
343,1445
344,1412
345,1293
346,1309
347,1318
348,1241
349,1259
350,1275
351,1246
352,1241
353,1194
354,1050
355,1024
356,1039
357,1037
358,1080
359,1008
360,1085
361,1045
362,1071
363,1087
364,1071
365,1096
366,1050
367,1037
368,1081
369,1082
370,1068
371,1091
372,968
373,964
374,882
375,960
376,913
377,879
378,824
379,863
380,840
381,844
382,733
383,839
384,785
385,785
386,764
387,809
388,831
389,860
390,794
391,726
392,743
393,759
394,767
395,757
396,836
397,779
398,779
399,763
400,792
401,894
402,881
403,878
404,766
405,790
406,759
407,760
408,788
409,691
410,645
411,703
412,683
413,677
414,646
415,668
416,634
417,668
418,608
419,580
420,566
421,563
422,554
423,668
424,597
425,507
426,459
427,469
428,487
429,397
430,371
431,400
432,379
433,344
434,379
435,382
436,405
437,424
438,441
439,454
440,458
441,457
442,465
443,474
444,436
445,428
446,417
447,370
448,379
449,364
450,318
451,392
452,448
453,467
454,447
455,376
456,372
457,337
458,360
459,353
460,316
461,347
462,380
463,359
464,342
465,369
466,299
467,303
468,283
469,302
470,276
471,264
472,282
473,293
474,299
475,299
476,308
477,372
478,372
479,357
480,388
481,381
482,413
483,463
484,614
485,796
486,922
487,848
488,854
489,801
490,873
491,720
492,817
493,781
494,820
495,844
496,819
497,739
498,795
499,869
500,915
501,858
502,809
503,757
504,662
505,779
506,785
507,724
508,682
509,664
510,671
511,707
512,702
513,680
514,722
515,766
516,730
517,602
518,595
519,550
520,508
521,511
522,516
523,556
524,539
525,482
526,549
527,548
528,469
529,457
530,499
531,528
532,499
533,469
534,418
535,401
536,333
537,410
538,377
539,340
540,345
541,344
542,327
543,388
544,396
545,397
546,381
547,387
548,377
549,345
550,306
551,400
552,432
553,423
554,459
555,400
556,371
557,367
558,347
559,312
560,350
561,370
562,442
563,444
564,412
565,427
566,400
567,448
568,392
569,339
570,336
571,314
572,268
573,309
574,257
575,234
576,244
577,249
578,281
579,277
580,314
581,345
582,310
583,283
584,302
585,240
586,239
587,223
588,180
589,191
590,172
591,176
592,179
593,165
594,177
595,215
596,183
597,217
598,233
599,304
600,312
601,325
602,314
603,290
604,246
605,241
606,194
607,221
608,205
609,257
610,265
611,264
612,281
613,325
614,280
615,302
616,291
617,343
618,382
619,346
620,330
621,341
622,301
623,304
624,259
625,200
626,253
627,192
628,195
629,225
630,188
631,197
632,172
633,187
634,200
635,157
636,181
637,137
638,168
639,147
640,227
641,256
642,323
643,315
644,291
645,293
646,352
647,304
648,345
649,403
650,368
651,402
652,339
653,287
654,287
655,243
656,221
657,292
658,250
659,195
660,199
661,192
662,228
663,238
664,243
665,244
666,301
667,295
668,266
669,225
670,151
671,145
672,130
673,160
674,325
675,377
676,424
677,379
678,307
679,287
680,269
681,218
682,172
683,141
684,146
685,152
686,153
687,135
688,155
689,180
690,152
691,144
692,193
693,170
694,165
695,229
696,232
697,256
698,266
699,229
700,241
701,234
702,262
703,274
704,272
705,245
706,273
707,261
708,277
709,291
710,267
711,285
712,271
713,301
714,262
715,317
716,332
717,295
718,360
719,366
720,276
721,221
722,212
723,234
724,272
725,274
726,272
727,282
728,240
729,250
730,244
731,250
732,247
733,247
734,158
735,158
736,182
737,200
738,201
739,182
740,191
741,232
742,261
743,224
744,240
745,229
746,217
747,212
748,200
749,253
750,217
751,257
752,279
753,276
754,253
755,234
756,229
757,177
758,193
759,196
760,197
761,227
762,252
763,201
764,193
765,148
766,171
767,155
768,161
769,199
770,183
771,204
772,205
773,173
774,194
775,184
776,156
777,164
778,203
779,195
780,192
781,197
782,229
783,222
784,285
785,266
786,282
787,314
788,337
789,264
790,234
791,181
792,200
793,225
794,206
795,205
796,186
797,158
798,137
799,158
800,200
801,222
802,207
803,227
804,189
805,200
806,235
807,233
808,149
809,153
810,142
811,118
812,145
813,147
814,137
815,113
816,129
817,162
818,161
819,162
820,159
821,113
822,126
823,107
824,148
825,173
826,170
827,155
828,128
829,147
830,114
831,136
832,139
833,190
834,202
835,202
836,182
837,178
838,180
839,133
840,160
841,152
842,171
843,172
844,240
845,213
846,212
847,232
848,252
849,341
850,389
851,345
852,358
853,368
854,361
855,426
856,517
857,486
858,437
859,364
860,344
861,357
862,319
863,308
864,303
865,335
866,290
867,355
868,320
869,287
870,290
871,281
872,219
873,223
874,211
875,186
876,208
877,270
878,261
879,269
880,265
881,304
882,350
883,356
884,357
885,348
886,319
887,295
888,282
889,324
890,405
891,422
892,361
893,389
894,335
895,293
896,229
897,234
898,215
899,209
900,166
901,183
902,221
903,262
904,310
905,445
906,507
907,597
908,627
909,726
910,668
911,722
912,900
913,850
914,702
915,544
916,480
917,432
918,400
919,415
920,335
921,301
922,259
923,253
924,244
925,266
926,301
927,288
928,285
929,255
930,213
931,257
932,227
933,226
934,286
935,239
936,220
937,239
938,287
939,262
940,299
941,305
942,263
943,248
944,287
945,281
946,199
947,181
948,208
949,255
950,247
951,238
952,196
953,206
954,180
955,165
956,178
957,141
958,147
959,162
960,151
961,130
962,136
963,146
964,144
965,142
966,143
967,124
968,119
969,142
970,130
971,136
972,135
973,136
974,124
