DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
051,031,017,0.7574235531841887,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.77615265e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.86193939e-01 ... 3.13131313e-05
 1.71717172e-05 0.00000000e+00]"
026,069,003,0.6706865414675942,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.77615265e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.92889796e-01 ... 6.12244898e-06
 3.06122449e-06 0.00000000e+00]"
010,065,023,0.786805637770817,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.63583043e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.97265306e-01 ... 2.04081633e-05
 1.02040816e-05 0.00000000e+00]"
068,001,029,0.7906832104953717,"[0.00000000e+00 3.71222808e-04 6.31078773e-04 ... 9.73309080e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98391837e-01 ... 2.04081633e-06
 1.02040816e-06 0.00000000e+00]"
004,018,076,0.9030770357557796,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.63583043e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98906122e-01 ... 8.16326531e-06
 4.08163265e-06 0.00000000e+00]"
028,066,005,0.6815946728523756,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.77615265e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.92420202e-01 ... 1.01010101e-05
 5.05050505e-06 0.00000000e+00]"
052,045,001,0.6492754132111174,"[0.00000000e+00 3.71222808e-04 7.42445616e-04 ... 9.77615265e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.92845918e-01 ... 2.04081633e-06
 1.02040816e-06 0.00000000e+00]"
052,043,004,0.668300582117495,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.77615265e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.85923232e-01 ... 8.08080808e-06
 4.04040404e-06 0.00000000e+00]"
039,009,051,0.8738722351425596,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.73309080e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.89442424e-01 ... 1.81818182e-05
 9.09090909e-06 0.00000000e+00]"
052,035,011,0.7163467461819232,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.77615265e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.85779592e-01 ... 2.24489796e-05
 1.12244898e-05 0.00000000e+00]"
063,013,022,0.7761252565952247,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.73309080e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.82771429e-01 ... 2.24489796e-05
 1.32653061e-05 0.00000000e+00]"
038,014,046,0.8710196386898443,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.73309080e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.89608163e-01 ... 2.85714286e-05
 1.42857143e-05 0.00000000e+00]"
016,050,032,0.83587346720096,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.63583043e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.95624490e-01 ... 3.26530612e-05
 1.63265306e-05 0.00000000e+00]"
024,014,061,0.8899197958073896,"[0.00000000e+00 3.71222808e-04 5.56834212e-04 ... 9.73309080e-01
 9.78246343e-01 1.00000000e+00]",[0.         0.00540541 0.00540541 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.93503030e-01 ... 2.42424242e-05
 1.41414141e-05 0.00000000e+00]"
