DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
003,070,026,0.7007306913678831,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.97124242e-01 ... 6.06060606e-06
 3.03030303e-06 0.00000000e+00]"
056,017,026,0.7386120725948123,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.83824242e-01 ... 2.62626263e-05
 1.71717172e-05 0.00000000e+00]"
001,000,097,0.8230933188225462,[0.         0.0013187  0.00259861 ... 0.95718109 0.97335454 1.        ],[0.         0.01140413 0.02423378 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99676531e-01 ... 2.04081633e-06
 1.02040816e-06 0.00000000e+00]"
038,032,028,0.7401400951839145,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.87708163e-01 ... 3.26530612e-05
 2.85714286e-05 0.00000000e+00]"
048,004,046,0.7807401203570045,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.96155102e-01 ... 8.16326531e-06
 4.08163265e-06 0.00000000e+00]"
007,041,050,0.7746824205720042,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.93221429e-01 ... 1.42857143e-05
 7.14285714e-06 0.00000000e+00]"
026,006,066,0.8029188952402763,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.94232653e-01 ... 1.22448980e-05
 6.12244898e-06 0.00000000e+00]"
025,064,009,0.6644152886408795,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.75790816e-01 ... 1.83673469e-05
 9.18367347e-06 0.00000000e+00]"
019,061,018,0.6885041885163107,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.81601020e-01 ... 1.93877551e-05
 1.83673469e-05 0.00000000e+00]"
048,049,002,0.6458474395199654,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00641483 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.88472727e-01 ... 4.04040404e-06
 2.02020202e-06 0.00000000e+00]"
048,019,032,0.755373242476153,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.84630303e-01 ... 3.23232323e-05
 1.91919192e-05 0.00000000e+00]"
006,009,083,0.8164859079765716,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.94189796e-01 ... 9.18367347e-06
 6.12244898e-06 0.00000000e+00]"
022,071,005,0.6515700325671667,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.78695918e-01 ... 1.02040816e-05
 5.10204082e-06 0.00000000e+00]"
046,008,045,0.7798996167061185,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.92387879e-01 ... 1.61616162e-05
 8.08080808e-06 0.00000000e+00]"
018,041,039,0.7567494552442172,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.82569388e-01 ... 3.67346939e-05
 1.83673469e-05 0.00000000e+00]"
050,015,033,0.7589304687798257,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.85581633e-01 ... 3.06122449e-05
 1.53061224e-05 0.00000000e+00]"
031,015,053,0.7901339041961295,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.90073737e-01 ... 3.03030303e-05
 1.51515152e-05 0.00000000e+00]"
014,068,017,0.6858198790502972,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.86579798e-01 ... 1.71717172e-05
 1.41414141e-05 0.00000000e+00]"
045,033,020,0.7144966063462559,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.85443878e-01 ... 3.36734694e-05
 2.04081633e-05 0.00000000e+00]"
041,045,013,0.6832415724539497,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.60697980e-01 ... 2.62626263e-05
 1.31313131e-05 0.00000000e+00]"
018,003,078,0.812250852135078,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.97145455e-01 ... 6.06060606e-06
 3.03030303e-06 0.00000000e+00]"
024,038,036,0.7541063222743226,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.76759184e-01 ... 3.67346939e-05
 2.44897959e-05 0.00000000e+00]"
031,052,016,0.6873967771312679,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.70283838e-01 ... 3.13131313e-05
 1.61616162e-05 0.00000000e+00]"
005,012,081,0.8132277952600117,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.95158163e-01 ... 1.02040816e-05
 5.10204082e-06 0.00000000e+00]"
035,004,060,0.7956730897485342,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.96193939e-01 ... 8.08080808e-06
 4.04040404e-06 0.00000000e+00]"
010,072,017,0.6858897643689869,"[0.00000000e+00 3.10281969e-04 1.08598689e-03 ... 9.88946205e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.01211689 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.90414141e-01 ... 1.71717172e-05
 1.01010101e-05 0.00000000e+00]"
050,034,015,0.6956595964637033,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.83989899e-01 ... 3.03030303e-05
 1.51515152e-05 0.00000000e+00]"
046,033,020,0.7139838145270181,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.85270707e-01 ... 3.33333333e-05
 2.02020202e-05 0.00000000e+00]"
045,009,045,0.7800960447646428,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.91436364e-01 ... 1.81818182e-05
 9.09090909e-06 0.00000000e+00]"
024,005,070,0.8058170073387049,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.95242424e-01 ... 1.01010101e-05
 5.05050505e-06 0.00000000e+00]"
048,027,023,0.7280138589663956,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.84473469e-01 ... 2.75510204e-05
 2.34693878e-05 0.00000000e+00]"
027,072,000,0.6321031701921203,[0.         0.00566265 0.01175193 ... 0.98677423 0.99305744 1.        ],[0.         0.01211689 0.02922309 ... 0.99928724 1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.91354545e-01 ... 5.45454545e-05
 2.72727273e-05 0.00000000e+00]"
074,016,009,0.6800441532568453,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.93484079e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.84775758e-01 ... 1.61616162e-05
 9.09090909e-06 0.00000000e+00]"
020,015,063,0.8005282948598712,"[0.00000000e+00 3.10281969e-04 6.98134430e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00784034 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.93530612e-01 ... 2.04081633e-05
 1.53061224e-05 0.00000000e+00]"
072,001,026,0.7346714169516516,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99048485e-01 ... 2.02020202e-06
 1.01010101e-06 0.00000000e+00]"
054,001,043,0.7741124460859508,"[0.00000000e+00 3.10281969e-04 7.75704922e-04 ... 9.89721910e-01
 9.93910716e-01 1.00000000e+00]",[0.         0.00356379 0.00712758 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.99038776e-01 ... 2.04081633e-06
 1.02040816e-06 0.00000000e+00]"
