original_val,count
0,2798270
1,5114857
2,5092207
3,2473170
4,1084379
5,606638
6,270329
7,161421
8,91768
9,62642
10,43945
11,34880
12,26266
13,20723
14,17372
15,14531
16,11691
17,10663
18,8664
19,7706
20,6113
21,5099
22,4491
23,3729
24,2758
25,2499
26,1976
27,1476
28,1221
29,892
30,740
31,544
32,395
33,349
34,241
35,198
36,159
37,108
38,75
39,60
40,50
41,50
42,35
43,35
44,36
45,20
46,26
47,10
48,12
49,14
50,14
51,7
52,6
53,9
54,6
55,6
56,2
57,8
60,1
61,1
64,1
67,1
