original_val,count
1,12840413
2,5100442
3,2663186
4,1846996
5,1798154
6,1070141
7,983712
8,808744
9,595945
10,526223
11,386815
12,367668
13,323885
14,242345
15,209325
16,171989
17,163320
18,136064
19,110084
20,92608
21,88513
22,68926
23,59906
24,54641
25,50343
26,43382
27,34071
28,30192
29,29043
30,24241
31,22695
32,18862
33,17005
34,16054
35,12900
36,12569
37,11008
38,10680
39,9130
40,7593
41,7733
42,6644
43,6477
44,5424
45,4790
46,4551
47,4043
48,3889
49,3435
50,3512
51,3233
52,2863
53,2892
54,2558
55,2739
56,2343
57,2337
58,2144
59,2092
60,1952
61,1831
62,1720
63,1658
64,1576
65,1620
66,1438
67,1342
68,1338
69,1174
70,1127
71,1000
72,1079
73,966
74,933
75,937
76,872
77,875
78,801
79,829
80,826
81,819
82,855
83,780
84,793
85,755
86,735
87,679
88,563
89,603
90,604
91,606
92,579
93,568
94,566
95,496
96,454
97,461
98,428
99,440
100,432
101,415
102,403
103,405
104,421
105,390
106,415
107,382
108,365
109,372
110,330
111,356
112,337
113,337
114,323
115,293
116,269
117,276
118,281
119,255
120,281
121,273
122,266
123,281
124,264
125,258
126,252
127,294
128,255
129,243
130,290
131,261
132,282
133,269
134,211
135,236
136,243
137,229
138,231
139,191
140,165
141,178
142,155
143,184
144,175
145,166
146,149
147,157
148,159
149,155
150,157
151,182
152,176
153,152
154,149
155,152
156,149
157,119
158,106
159,94
160,103
161,88
162,84
163,68
164,78
165,92
166,114
167,89
168,71
169,67
170,79
171,70
172,64
173,58
174,64
175,52
176,49
177,42
178,51
179,39
180,44
181,60
182,55
183,74
184,68
185,52
186,55
187,56
188,60
189,67
190,77
191,74
192,65
193,58
194,57
195,55
196,38
197,46
198,44
199,40
200,32
201,56
202,39
203,26
204,25
205,21
206,16
207,29
208,23
209,32
210,26
211,21
212,26
213,27
214,35
215,29
216,25
217,29
218,15
219,16
220,18
221,22
222,24
223,16
224,12
225,14
226,11
227,8
228,14
229,12
230,11
231,13
232,8
233,16
234,13
235,15
236,11
237,5
238,5
239,5
240,6
241,7
242,7
243,2
244,4
245,11
246,9
247,12
248,8
249,7
250,9
251,4
252,7
253,7
254,1
255,2
256,3
257,2
258,5
259,2
260,6
262,7
263,3
264,5
265,7
266,14
267,11
268,9
269,5
270,4
271,3
272,2
273,1
278,1
279,2
280,3
282,1
