original_val,count
0,1538471
1,2765552
2,2781388
3,1305420
4,592966
5,338002
6,153487
7,96356
8,59045
9,42172
10,31683
11,25837
12,20490
13,16323
14,14249
15,11879
16,9840
17,8893
18,7376
19,6562
20,5194
21,4309
22,3796
23,3199
24,2295
25,2054
26,1598
27,1187
28,955
29,698
30,568
31,385
32,279
33,251
34,165
35,137
36,106
37,79
38,43
39,38
40,30
41,36
42,22
43,22
44,27
45,14
46,18
47,6
48,9
49,11
50,11
51,4
52,3
53,5
54,5
55,5
56,2
57,5
60,1
61,1
64,1
