original_val,count
0,3532565
1,6507062
2,6141425
3,2797194
4,1131359
5,588372
6,247389
7,143554
8,76464
9,49352
10,30244
11,22126
12,14997
13,11330
14,8180
15,6889
16,4942
17,4678
18,3398
19,2900
20,2272
21,1885
22,1669
23,1299
24,1056
25,965
26,772
27,635
28,524
29,414
30,356
31,313
32,249
33,191
34,156
35,129
36,105
37,69
38,61
39,49
40,49
41,25
42,37
43,29
44,32
45,21
46,11
47,11
48,6
49,7
50,8
51,8
52,7
53,6
54,2
55,7
56,4
57,3
58,2
59,2
67,3
