original_val,count
0,3549823
1,6308068
2,5435319
3,2130350
4,763465
5,360572
6,143296
7,86812
8,47363
9,29698
10,18194
11,13315
12,9355
13,6994
14,5052
15,4227
16,3057
17,2782
18,2102
19,1749
20,1338
21,1087
22,958
23,747
24,575
25,524
26,401
27,315
28,259
29,211
30,172
31,137
32,129
33,93
34,69
35,72
36,54
37,48
38,36
39,27
40,33
41,19
42,29
43,19
44,24
45,13
46,3
47,7
48,5
49,7
50,6
51,4
52,5
53,3
54,3
55,5
56,4
58,1
59,2
60,1
62,2
64,1
66,1
67,1
