DEM,SLOPE,Distance,AUC,fpr,tpr,thresholds
050,025,024,0.7778222372988275,"[0.00000000e+00 3.36260041e-04 8.59331216e-04 ... 9.89389128e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.01133144 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.70101010e-01 ... 2.52525253e-05
 2.42424242e-05 0.00000000e+00]"
024,034,040,0.8236570105243995,"[0.00000000e+00 3.36260041e-04 8.59331216e-04 ... 9.83373809e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.01133144 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.85502041e-01 ... 3.46938776e-05
 2.44897959e-05 0.00000000e+00]"
079,013,006,0.680939178422626,"[0.00000000e+00 3.36260041e-04 7.47244536e-04 ... 9.89389128e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.00849858 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.81640816e-01 ... 1.22448980e-05
 6.12244898e-06 0.00000000e+00]"
002,094,003,0.6979402087945179,"[0.00000000e+00 3.36260041e-04 8.59331216e-04 ... 9.83373809e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.01133144 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98804040e-01 ... 3.03030303e-06
 2.02020202e-06 0.00000000e+00]"
002,074,023,0.7546925316295593,"[0.00000000e+00 3.36260041e-04 8.59331216e-04 ... 9.83373809e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.01133144 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98804040e-01 ... 4.04040404e-06
 2.02020202e-06 0.00000000e+00]"
026,061,012,0.7180916792839154,"[0.00000000e+00 3.36260041e-04 8.59331216e-04 ... 9.89389128e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.01133144 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.84452525e-01 ... 2.42424242e-05
 1.21212121e-05 0.00000000e+00]"
084,002,013,0.7096613638059515,"[0.00000000e+00 3.36260041e-04 7.47244536e-04 ... 9.86549598e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.00849858 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.97204040e-01 ... 4.04040404e-06
 2.02020202e-06 0.00000000e+00]"
067,023,009,0.700229888828853,"[0.00000000e+00 3.36260041e-04 7.47244536e-04 ... 9.89389128e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.00849858 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.67846465e-01 ... 1.81818182e-05
 9.09090909e-06 0.00000000e+00]"
025,045,029,0.7910894793578989,"[0.00000000e+00 3.36260041e-04 8.59331216e-04 ... 9.83373809e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.01133144 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.85050505e-01 ... 2.92929293e-05
 2.52525253e-05 0.00000000e+00]"
002,002,094,0.8886277002279308,"[0.00000000e+00 3.36260041e-04 8.59331216e-04 ... 9.80123295e-01
 9.89800112e-01 1.00000000e+00]",[0.         0.00566572 0.01133144 ... 1.         1.         1.        ],"[2.00000000e+00 1.00000000e+00 9.98791837e-01 ... 4.08163265e-06
 2.04081633e-06 0.00000000e+00]"
