original_val,count
1,13227490
2,5680573
3,2903360
4,1945388
5,1839732
6,1080589
7,988743
8,814286
9,605168
10,538827
11,398358
12,382674
13,339280
14,257216
15,222802
16,184701
17,177605
18,149193
19,120757
20,102112
21,97554
22,76480
23,66733
24,60948
25,55603
26,47963
27,37647
28,33113
29,32025
30,26762
31,24865
32,20458
33,18123
34,17437
35,13919
36,13433
37,11530
38,11079
39,9342
40,7854
41,8203
42,7123
43,6650
44,5674
45,5134
46,4853
47,4384
48,4170
49,3671
50,3607
51,3318
52,3021
53,3004
54,2662
55,2801
56,2333
57,2380
58,2147
59,1969
60,2004
61,1776
62,1660
63,1583
64,1412
65,1496
66,1394
67,1398
68,1296
69,1108
70,1182
71,1102
72,1115
73,1043
74,978
75,939
76,974
77,996
78,855
79,898
80,882
81,841
82,868
83,774
84,830
85,746
86,681
87,650
88,544
89,617
90,597
91,597
92,598
93,600
94,623
95,573
96,501
97,472
98,422
99,456
100,447
101,462
102,447
103,395
104,428
105,396
106,394
107,351
108,334
109,360
110,291
111,310
112,283
113,288
114,309
115,287
116,276
117,317
118,284
119,279
120,296
121,292
122,275
123,263
124,260
125,250
126,226
127,227
128,213
129,195
130,170
131,197
132,203
133,188
134,193
135,211
136,186
137,174
138,216
139,211
140,234
141,214
142,217
143,221
144,214
145,223
146,223
147,222
148,252
149,236
150,233
151,227
152,196
153,214
154,203
155,202
156,187
157,170
158,164
159,163
160,158
161,136
162,147
163,114
164,133
165,145
166,122
167,111
168,128
169,111
170,130
171,108
172,76
173,83
174,91
175,70
176,83
177,69
178,98
179,95
180,87
181,96
182,88
183,76
184,73
185,86
186,100
187,102
188,99
189,100
190,115
191,113
192,83
193,118
194,113
195,111
196,93
197,100
198,97
199,82
200,57
201,77
202,64
203,54
204,55
205,63
206,49
207,49
208,45
209,45
210,27
211,20
212,26
213,27
214,17
215,16
216,22
217,27
218,19
219,19
220,14
221,20
222,16
223,9
224,9
225,13
226,28
227,22
228,24
229,16
230,25
231,26
232,21
233,15
234,19
235,8
236,5
237,8
238,8
239,13
240,12
241,17
242,9
243,5
244,3
246,3
247,10
248,7
249,5
250,9
251,5
252,7
253,10
254,4
255,8
256,11
257,4
258,4
259,3
260,3
261,5
262,9
263,3
264,4
265,11
266,15
267,10
268,6
269,3
270,4
271,2
272,3
273,3
274,1
275,4
276,1
277,1
279,1
280,2
281,1
