original_val,count
1,3654599
2,876936
3,357123
4,208556
5,172009
6,92206
7,76538
8,57861
9,40253
10,33737
11,23719
12,21734
13,17982
14,12737
15,10982
16,8640
17,8167
18,6677
19,5232
20,4478
21,4164
22,3229
23,2745
24,2402
25,2124
26,1718
27,1380
28,1233
29,1176
30,957
31,921
32,745
33,658
34,638
35,459
36,473
37,343
38,329
39,283
40,264
41,252
42,220
43,212
44,157
45,130
46,142
47,125
48,142
49,137
50,112
51,94
52,75
53,85
54,77
55,67
56,56
57,56
58,49
59,62
60,56
61,44
62,41
63,48
64,52
65,50
66,39
67,35
68,32
69,33
70,30
71,23
72,20
73,20
74,30
75,20
76,16
77,13
78,10
79,14
80,13
81,17
82,14
83,18
84,19
85,18
86,15
87,13
88,6
89,7
90,4
91,11
92,8
93,3
94,9
95,5
96,13
97,14
98,15
99,14
100,5
101,2
102,4
103,2
104,4
105,2
106,4
107,3
108,3
109,3
110,6
111,5
112,4
113,2
114,8
115,2
116,3
117,2
118,2
119,4
120,4
121,3
122,3
124,2
125,1
126,1
127,6
128,2
129,3
130,3
131,2
132,5
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,3
141,2
143,1
144,2
145,2
146,1
147,1
148,2
149,3
150,2
151,2
152,1
154,1
157,2
159,1
160,1
162,1
163,2
169,1
170,1
177,1
181,1
184,2
186,1
188,1
193,1
201,1
222,1
223,1
232,1
234,1
241,1
243,1
